PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布日期,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,REVENUE_营业收入,N_COMMIS_INCOME_手续费及佣金净收入,N_SEC_TA_INCOME_其中代理买卖证券业务净收入,N_UNDWRT_SEC_INCOME_证券承销业务净收入,N_TRUST_INCOME_委托客户资产管理业务净收入,N_INT_INCOME_利息净收入,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,F_VALUE_CHG_GAIN_公允价值变动收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_OPER_REV_其他业务收入,SPEC_OR_营业收入特殊项目,AOR_营业收入调整项目,COGS_营业支出,BIZ_TAX_SURCHG_营业税金及附加,GENL_ADMIN_EXP_业务及管理费,ASSETS_IMPAIR_LOSS_资产减值损失,OTH_OPER_COSTS_其他业务成本,SPEC_OP_营业支出特殊项目,AOP_营业支出调整项目,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,OTH_EFFECT_TP_影响利润总额的调整项目,AE_FFECT_TP_影响利润总额的差错金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额
26531,000166,XSHE,2013-04-25,2012-12-31,2011-12-31,A,12,1,4930346596.64,3649576268.96,3043281118.46,157729305.49,54626592.07,1366844938.51,-28645591.09,76539284.46,-56587652.54,-9944546.60,,,9103179.40,.00,,2717209458.99,229008001.89,2481646878.33,-6125850.31,12680429.08,.00,,,,2213137137.65,92317129.02,5117105.14,.00,,2300337161.53,572322143.81,,,1728015017.72,1671486632.40,,56528385.32,,,.2500,.2500,-317582279.51,,,1410432738.21,1393087559.40,17345178.81,,
26531,000166,XSHE,2014-05-12,2013-12-31,2012-12-31,A,12,1,4759031778.32,2955167209.65,2442908544.76,173627128.89,291533332.85,1405279081.13,343363387.73,,36820520.21,328887.00,,,18072692.60,.00,,2895828426.78,212091843.36,2630534476.70,35221277.47,17980829.25,.00,,,,1863203351.54,78214392.52,18598333.45,.00,,1922819410.61,492727409.48,,,1430092001.13,1407829230.45,,22262770.68,,,.2100,.2100,-58185616.57,,,1371906384.56,1347891703.84,24014680.72,,
26531,000166,XSHE,2017-04-28,2017-03-31,2016-03-31,Q1,3,1,2939779340.95,2438497262.12,1474004364.91,489148932.33,435717638.14,429478698.39,645369851.95,48562500.00,-599250150.06,1554124.91,,,24129553.64,,,1606874568.31,242385721.85,1362874164.51,-19674.00,1634355.95,,,,,1332904772.64,9373157.46,914759.89,,,1341363170.21,274372970.65,,,1066990199.56,1046700102.75,,20290096.81,,,.0500,.0500,-1242210614.27,,,-175220414.71,-188626383.47,13405968.76,,
26531,000166,XSHE,2016-08-27,2016-06-30,2015-06-30,S1,6,1,17053454004.23,10909964605.71,9146615295.20,617933689.91,1063959808.41,1939083584.45,3500819263.08,139396205.56,626440887.63,3408666.77,,,73736996.59,,,6968858322.84,1007565010.73,5935152384.06,-13200911.21,39341839.26,,,,,10084595681.39,13920335.91,9076169.98,,,10089439847.32,3144768342.82,,,6944671504.50,6785276949.74,,159394554.76,,,.4600,.4600,389925813.25,,,7334597317.75,7176540739.80,158056577.95,,
26531,000166,XSHE,2018-04-21,2017-12-31,2016-12-31,A,12,1,14713533797.59,9903155122.28,5897281737.21,2115052005.65,1804119642.47,1867488232.87,3902080480.45,211760618.94,-1017965754.80,11179437.21,-6442337.71,,54038617.29,,,8483350327.02,424822833.64,7597638862.68,450769533.55,10119097.15,,,,,6230183470.57,170107349.84,14978158.48,,,6385312661.93,857027339.60,,,5528285322.33,5409058284.05,,119227038.28,,,.2700,.2700,-1023589968.56,,,4504695353.77,4299032182.82,205663170.95,,
26531,000166,XSHE,2014-08-04,2014-06-30,2013-06-30,S1,6,1,2203931001.19,1587427845.93,1397055287.31,71700756.42,118671802.20,569861463.97,65470609.76,,-21018262.15,93.99,,,2189249.69,.00,,1210157393.72,115961720.17,1092969876.14,-200759.67,1426557.08,.00,,,,993773607.47,951800.18,890370.28,.00,,993835037.37,236201970.28,,,757633067.09,757633067.09,,,,,.1100,,119640365.66,,,877273432.75,877273432.75,,,
26531,000166,XSHE,2018-04-21,2017-12-31,2017-12-31,A,12,1,13367782979.84,7378258651.55,4559414682.25,1397018264.10,1303079435.51,1749743163.17,4062358225.66,223171488.72,-89582746.19,2035437.27,-9655300.86,168948230.41,105677318.83,,,7424755507.00,113666749.32,6834337736.47,428532413.27,48218607.94,,,,,5943027472.84,10108516.53,25642946.11,,,5927493043.26,1201740391.81,,,4725752651.45,4599683411.82,,126069239.63,,,.2300,.2300,216578381.70,,,4942331033.15,4906277704.86,36053328.29,,
26531,000166,XSHE,2018-04-28,2018-03-31,2018-03-31,Q1,3,1,2880291168.95,1432791859.42,948288235.82,167164977.51,220677565.57,435174194.43,754575375.08,50200917.75,221385614.03,1656372.61,-462487.53,22034975.76,13135265.15,,,1587248697.51,32667185.48,1499156307.88,53921786.34,1503417.81,,,,,1293042471.44,158810.90,2775385.01,,,1290425897.33,272062552.74,,,1018363344.59,992983065.00,,25380279.59,,,.0500,.0500,-206367658.64,,,811995685.95,833405630.01,-21409944.06,,
26531,000166,XSHE,2018-04-28,2018-03-31,2017-03-31,Q1,3,1,2825409700.69,1589689152.04,1067091718.16,229852052.60,274586516.72,498820406.28,503356243.08,,203618853.37,1861613.87,-308038.48,,28371470.53,,,1505685643.59,22048110.90,1469252120.99,-495086.19,14880497.89,,,,,1319724057.10,1263617.46,1836423.75,,,1319151250.81,323892542.07,,,995258708.74,971823577.60,,23435131.14,,,.0500,.0500,86445273.95,,,1081703982.69,1068234227.17,13469755.52,,
26531,000166,XSHE,2017-10-28,2017-09-30,2017-09-30,Q3,9,1,9641366636.47,5576466837.99,3357977295.35,1135123055.32,1025976256.10,1442440407.24,2628704839.79,139419856.34,-139854359.07,2651878.95,,,81218842.83,49738188.74,,4990139961.38,84579791.02,4791239245.51,94616055.28,19704869.57,,,,,4651226675.09,8597656.50,16662795.89,,,4643161535.70,980732084.85,,,3662429450.85,3583691007.97,,78738442.88,,,.1800,.1800,551354947.43,,,4213784398.28,4202253712.12,11530686.16,,
26531,000166,XSHE,2017-10-28,2017-09-30,2016-09-30,Q3,9,1,10163704599.56,7264865740.99,4443984852.62,1393298158.03,1327010510.07,1727886349.30,1840357665.38,99914443.17,-754322724.58,7812710.03,,,77104858.44,,,5755452672.08,362641192.76,5388486093.99,-23056.34,4348441.67,,,,,4408251927.48,62381895.78,9775532.88,,,4460858290.38,522912020.34,,,3937946270.04,3849049954.18,,88896315.86,,,.1900,.1900,-1251438524.90,,,2686507745.14,2600152953.63,86354791.51,,
272,000686,XSHE,2010-07-30,2010-06-30,2009-06-30,S1,6,1,950215925.12,634056924.75,618243984.74,4350000.00,,45863712.59,103607308.90,36632251.78,158663468.80,6615.29,,,8017894.79,,,333892468.24,38627981.64,285592065.73,9672420.87,,,,,,616323456.88,168712.95,703244.65,,,615788925.18,139336863.33,,,476452061.85,476411709.69,,40352.16,,,.7500,.7500,24124793.98,,,500576855.83,500536503.67,40352.16,,
272,000686,XSHE,2011-07-27,2011-06-30,2010-06-30,S1,6,1,510386517.42,598316040.79,494355694.41,71641150.00,9031612.62,50178162.79,77286099.30,40828341.96,-220498744.38,-70367.60,,,5175326.52,,,383137849.34,34410813.53,348800901.51,-73865.70,,,,,,127248668.08,8265340.39,1107158.01,,,134406850.46,23942715.25,,,110464135.21,110403898.09,,60237.12,,,.1700,.1700,-85717592.26,,,24746542.95,24702505.83,44037.12,,
272,000686,XSHE,2013-04-19,2013-03-31,2012-03-31,Q1,3,1,262302769.45,216102926.70,138638649.69,47762000.00,8227205.37,27765804.62,-28182903.82,7747704.65,41989553.40,-11490.38,,,4638878.93,,,205234420.21,12475606.15,195586043.26,-3586885.60,759656.40,,,,,57068349.24,5569750.91,159629.46,,,62478470.69,13209932.83,,,49268537.86,49027417.80,,241120.06,,,.0767,.0767,-3829154.05,,,45439383.81,45198263.75,241120.06,,
272,000686,XSHE,2012-03-12,2011-12-31,2010-12-31,A,12,1,1699940255.38,1387097266.32,1109946723.35,145058427.13,60214187.20,100323538.18,269266563.08,85191028.94,-65894375.68,-372353.48,,,9519616.96,,,1015932213.43,86175917.75,917011624.18,12744671.50,,,,,,684008041.95,10579519.57,8714879.74,,,685872681.78,158338029.00,,,527534652.78,527133155.88,,401496.90,,,.8200,.8200,-23463216.72,,,504071436.06,503669939.16,401496.90,,
272,000686,XSHE,2012-04-24,2012-03-31,2011-03-31,Q1,3,1,374589339.97,273885075.04,236827829.71,4858000.00,13288023.76,21108290.80,55730891.74,12416687.01,21421036.64,-125386.17,,,2569431.92,,,238378207.76,17587902.50,220807515.44,-17210.18,,,,,,136211132.21,51579.58,58660.74,,,136204051.05,30936668.91,,,105267382.14,105093415.61,,173966.53,,,.1600,.1600,-42820799.55,,,62446582.59,62272616.06,173966.53,,
272,000686,XSHE,2010-10-20,2010-09-30,2009-09-30,Q3,9,1,1370346000.53,1075251973.02,1043227307.15,7325183.41,3731873.03,70172996.37,184632043.62,67722379.55,27980867.99,-4493.74,,,12312613.27,,,556260563.58,65606741.91,480981400.80,9672420.87,,,,,,814085436.95,1209023.46,1571119.14,,,813723341.27,180914194.49,,,632809146.78,632727289.32,,81857.46,,,.9900,.9900,31144736.63,,,663953883.41,663872025.95,81857.46,,
272,000686,XSHE,2014-10-29,2014-09-30,2013-09-30,Q3,9,1,1392391601.11,783752091.93,537516253.40,67041950.00,121998893.42,129320128.04,506656126.54,49717683.43,-38246008.45,-301155.79,,,11210418.84,.00,,856387252.30,73035645.59,778111688.73,5239917.98,,.00,,,,536004348.81,11373754.83,620921.24,.00,,546757182.40,99975566.70,,,446781615.70,444733094.52,,2048521.18,,,.2300,.2300,-40433177.93,,,406348437.77,404299916.59,2048521.18,,
272,000686,XSHE,2015-04-24,2015-03-31,2014-03-31,Q1,3,1,566697923.96,307760263.42,178986608.15,70425000.00,9661307.70,64895394.54,112988603.87,4828129.18,67692030.88,125712.88,,,13235918.37,,,330515882.27,31764127.88,297733438.07,875885.53,142430.79,,,,,236182041.69,3017246.97,254133.86,,,238945154.80,58936052.82,,,180009101.98,178198552.44,,1810549.54,,,.0900,.0900,44904647.07,,,224913749.05,223103469.52,1810279.53,,
272,000686,XSHE,2015-10-29,2015-09-30,2014-09-30,Q3,9,1,1846617833.57,945669091.31,608800552.21,178037131.17,34237891.74,252072895.93,392318808.63,39537230.59,216312263.28,124189.52,,,40120584.90,,,1053744994.10,104075503.57,937976606.59,-5029106.71,16721990.65,,,,,792872839.47,14697703.91,3373152.06,,,804197391.32,196652537.77,,,607544853.55,602322029.04,,5222824.51,,,.3100,.3100,224435309.69,,,831980163.24,826767363.76,5212799.48,,
272,000686,XSHE,2017-04-29,2017-03-31,2016-03-31,Q1,3,1,941937603.81,568482666.08,231286801.66,182521530.33,66284118.72,-40759473.69,392361485.49,21243100.48,18152934.88,-97612.95,,,3797604.00,,,437415098.56,70679521.41,376573488.90,-9988754.55,150842.80,,,,,504522505.25,4752181.59,82513.00,,,509192173.84,105336430.83,,,403855743.01,400359882.54,,3495860.47,,,.1900,.1900,-191212153.09,,,212643589.92,210142221.35,2501368.57,,
272,000686,XSHE,2011-04-01,2010-12-31,2009-12-31,A,12,1,1993074402.96,1445582141.21,1401780753.11,13403111.41,2103304.57,101564553.81,291830456.69,73899608.99,140130515.29,-6637.37,,,13973373.33,,,802784110.50,92798852.36,694704184.85,15281073.29,,,,,,1190290292.46,1881338.97,1957010.00,,,1190214621.43,277329745.48,,,912884875.95,912875912.84,,8963.11,,,1.4300,1.4300,60876769.16,,,973761645.11,973752682.00,8963.11,,
272,000686,XSHE,2011-10-24,2011-09-30,2010-09-30,Q3,9,1,1052099898.09,914712105.06,724085330.94,126408427.13,19025375.78,76459521.74,88293470.38,60682580.57,-34681372.09,-221956.13,,,7538129.13,,,633703196.26,51345366.87,582944837.19,-587007.80,,,,,,418396701.83,9346190.17,7416460.95,,,420326431.05,90455678.35,,,329870752.70,329646692.39,,224060.31,,,.5200,.5200,-62769470.03,,,267101282.67,266877222.36,224060.31,,
272,000686,XSHE,2010-04-21,2010-03-31,2009-03-31,Q1,3,1,405543867.21,279675143.36,271894501.13,3800000.00,,21144754.72,18826147.43,21172104.39,81599306.77,1376.67,,,4297138.26,,,128020058.44,15306826.56,112713231.88,,,,,,,277523808.77,27239.93,89539.03,,,277461509.67,64068585.59,,,213392924.08,213413230.69,,-20306.61,,,.3300,.3300,14665350.04,,,228058274.12,228078580.73,-20306.61,,
272,000686,XSHE,2016-04-27,2016-03-31,2015-03-31,Q1,3,1,1210132183.22,647207835.66,483484097.16,69517654.00,17976849.43,74739610.96,582131940.23,21280505.83,-97591287.55,56239.09,,,3587844.83,,,481817215.12,83634115.35,397808717.60,231951.38,142430.79,,,,,728314968.10,247637.47,423899.96,,,728138705.61,175419012.09,,,552719693.52,548682537.34,,4037156.18,,,.2800,.2800,193945277.48,,,746664971.00,742299738.83,4365232.17,,
272,000686,XSHE,2015-08-27,2015-06-30,2014-06-30,S1,6,1,1082820354.90,531968041.37,332829113.06,103395000.00,19807918.04,161100536.63,187026923.46,19947228.94,175396779.54,129103.90,,,27198970.00,.00,,652343785.17,61902202.93,581307994.48,8847794.18,285793.58,.00,,,,430476569.73,8927344.97,400748.73,.00,,439003165.97,104258854.91,,,334744311.06,331717288.11,,3027022.95,,,.1700,.1700,139188544.22,,,473932855.28,470920712.55,3012142.73,,
272,000686,XSHE,2016-04-27,2015-12-31,2014-12-31,A,12,1,3090984262.41,1603234237.90,1052197413.96,227746568.76,115530429.66,367102328.74,887309534.38,68235082.25,219197296.93,46989.41,,,14093875.05,,,1709266030.62,178810879.64,1528989788.86,767786.66,697575.46,,,,,1381718231.79,15344571.73,6155524.96,,,1390907278.56,316261174.72,,,1074646103.84,1060025355.59,,14620748.25,,,.5400,.5400,260312118.50,,,1334958222.34,1320340710.86,14617511.48,,
272,000686,XSHE,2011-04-23,2011-03-31,2010-03-31,Q1,3,1,454124713.17,346476928.20,263333879.54,70252450.00,4286431.74,23814598.75,138011408.03,21745165.83,-57777336.48,-5292.78,,,3604407.45,,,194081407.80,24386251.90,169695155.90,,,,,,,260043305.37,548617.56,243815.79,,,260348107.14,59035476.54,,,201312630.60,201315346.93,,-2716.33,,,.3100,.3100,-37201443.56,,,164111187.04,164113903.37,-2716.33,,
272,000686,XSHE,2013-03-28,2012-12-31,2011-12-31,A,12,1,809643896.26,845086776.03,688064018.14,41736937.89,46536195.93,99195548.00,-69465502.98,42877176.11,-78653937.28,-630916.71,,,14111929.20,,,988001263.76,48394785.76,932392351.81,4850729.17,2363397.02,,,,,-178357367.50,19098216.05,8742270.86,,,-168001422.31,-16996826.18,,,-151004596.13,-151553964.49,,549368.36,,,-.2400,-.2400,-98993055.67,,,-249997651.80,-250547020.16,549368.36,,
272,000686,XSHE,2014-03-14,2013-12-31,2012-12-31,A,12,1,1200272711.34,808418924.12,569028311.01,198270950.00,34553607.28,134664912.39,150319416.79,51224341.83,88340658.40,-27673.92,,,18556473.56,,,1044876245.28,51466317.32,993380722.50,-3139525.31,3168730.77,,,,,155396466.06,24860247.19,607103.80,,,179649609.45,28419242.19,,,151230367.26,150595137.38,,635229.88,,,.2000,.2000,13104064.54,,,164334431.80,163699201.92,635229.88,,
272,000686,XSHE,2012-08-01,2012-06-30,2011-06-30,S1,6,1,577894071.94,496243612.51,418703333.93,19290694.00,23933437.23,44066912.68,40257158.04,29011333.07,-7657989.38,-290193.13,,,5274571.22,,,470183451.69,31528124.63,438674481.48,-19154.42,,,,,,107710620.25,6288123.08,4653369.09,,,109345374.24,20222164.89,,,89123209.35,88874046.37,,249162.98,,,.1400,.1400,-73561335.92,,,15561873.43,15312710.45,249162.98,,
272,000686,XSHE,2014-04-24,2014-03-31,2013-03-31,Q1,3,1,523540854.42,253333513.68,173806443.89,33210150.00,29033004.09,32184445.39,204803509.36,15128970.28,29043487.56,-38748.23,,,4214646.66,,,309568660.31,25543251.06,282896361.84,385217.21,743830.20,,,,,213972194.11,486302.43,66933.29,,,214391563.25,27518956.88,,,186872606.37,186112958.18,,759648.19,,,.0951,.0951,-5345276.28,,,181527330.09,180767681.90,759648.19,,
272,000686,XSHE,2017-04-29,2016-12-31,2015-12-31,A,12,1,6745760224.97,3709178866.41,2400078216.02,537854044.09,186897243.07,306945178.15,2678676098.29,112589942.49,33546262.31,1020276.60,,,16393543.21,,,3348296850.86,431641558.17,2770247982.13,145587568.08,819742.48,,,,,3397463374.11,21412340.76,4428275.87,,,3414447439.00,722303083.24,,,2692144355.76,2630058890.07,,62085465.69,,,1.2700,1.2700,202159612.64,,,2894303968.40,2831255056.05,63048912.35,,
272,000686,XSHE,2014-08-21,2014-06-30,2013-06-30,S1,6,1,942910593.47,493805471.72,359000550.07,47091950.00,31028124.31,64974788.68,378686795.70,30599058.15,-1697621.59,-233311.32,,,7374470.28,,,576275364.23,48380325.24,524200914.70,3694124.29,,,,,,366635229.24,2067945.81,260337.42,,,368442837.63,59669557.49,,,308773280.14,307688100.33,,1085179.81,,,.1600,.1600,-50811505.89,,,257961774.25,256876594.44,1085179.81,,
272,000686,XSHE,2018-03-30,2017-12-31,2017-12-31,A,12,1,4926111998.63,1650568226.47,753804757.74,320033091.06,208102386.88,-127385705.57,1556422958.74,71943558.65,8180718.47,-1261603.34,-55420.43,359000.00,1839283824.29,,,4171203799.79,26891746.34,2084689579.53,231045482.53,1828576991.39,,,,,754908198.84,32122506.98,6458135.16,,,780572570.66,77869582.06,,,702702988.60,666946558.98,,35756429.62,,,.2800,.2800,-349135047.85,,,353567940.75,318565915.05,35002025.70,,
272,000686,XSHE,2018-03-30,2017-12-31,2016-12-31,A,12,1,4481994658.63,2455891777.14,938036127.45,668292898.18,347667384.97,-194775996.29,2138396891.10,65088864.02,-233641620.92,1322524.95,365930.18,,314435152.47,,,2882228889.67,132822994.51,2352892145.28,120018459.62,276495290.26,,,,,1599765768.96,56665206.25,3534342.72,,,1652896632.49,290807126.89,,,1362089505.60,1314941187.90,,47148317.70,,,.5800,.5800,-51683613.41,,,1310405892.19,1264105431.85,46300460.34,,
272,000686,XSHE,2017-08-26,2017-06-30,2017-06-30,S1,6,1,2114401719.76,776717023.04,365265514.13,116945049.51,100047720.33,-52807998.17,506882319.01,41361919.51,-10475531.59,-515858.59,,,894601766.06,,,1741799483.26,13642524.98,835947640.84,-11593688.75,903803006.19,,,,,372602236.50,14947067.19,969829.57,,,386579474.12,60489265.45,,,326090208.67,310946599.50,,15143609.17,,,.1300,.1300,-158775878.82,,,167314329.85,151710787.14,15603542.71,,
272,000686,XSHE,2017-08-26,2017-06-30,2016-06-30,S1,6,1,1751777986.92,1133463614.04,479422453.83,299003168.23,114349937.13,-73605727.32,819033548.22,28362177.01,-133253716.56,401198.74,,,5739069.80,,,1010904475.49,105665783.07,893312178.41,11558069.40,368444.61,,,,,740873511.43,33449083.14,4096715.47,,,770225879.10,170619196.67,,,599606682.43,588109937.06,,11496745.37,,,.2700,.2700,-194202170.16,,,405404512.27,394711148.71,10693363.56,,
