ticker_symbol,end_date,revenue,revenue_diff
607,2010-12-31T00:00:00Z,1227058363.16,-728552896.3499999
608,2010-12-31T00:00:00Z,3042347e3,2054226e3
668,2010-12-31T00:00:00Z,167928078.72,-187966116.41
712,2010-12-31T00:00:00Z,88265663.05,-73746482.14
788,2010-12-31T00:00:00Z,1809549958.69,930101473.5600001
809,2010-12-31T00:00:00Z,1103259453.72,961525804.62
856,2010-12-31T00:00:00Z,1678180758.56,1411339047.9299998
876,2010-12-31T00:00:00Z,53138916804.56,46341447638.549995
978,2010-12-31T00:00:00Z,510322440.72,191945133.24
2033,2010-12-31T00:00:00Z,373565844.82,190377752.04999998
2069,2010-12-31T00:00:00Z,2259046668.67,746503668.6700001
2083,2010-12-31T00:00:00Z,4249582398.18,1021331430.5499997
2113,2010-12-31T00:00:00Z,189355206.45,-168880961
2204,2010-12-31T00:00:00Z,13383366410.39,11995162980.109999
2362,2010-12-31T00:00:00Z,1237034545.61,655465690.18
2473,2010-12-31T00:00:00Z,233884312.07,78522766.23999998
2585,2010-12-31T00:00:00Z,1454067491.41,818673614.6200001
200706,2010-12-31T00:00:00Z,3055143917.27,745236954.0799999
300111,2010-12-31T00:00:00Z,2328536095.38,1311814142.29
300125,2010-12-31T00:00:00Z,592376532.78,200421401.16999996
600052,2010-12-31T00:00:00Z,2237042274.23,-2150063431.2599998
600071,2010-12-31T00:00:00Z,1464014414.81,529559524.38
600104,2010-12-31T00:00:00Z,364983328165.82,226107907394.41
600115,2010-12-31T00:00:00Z,74958108e3,35126777e3
600145,2010-12-31T00:00:00Z,239958633.97,93330929.88
600173,2010-12-31T00:00:00Z,2198796464.66,1154836057.35
600210,2010-12-31T00:00:00Z,7340960634.18,2175702881.8900003
600241,2010-12-31T00:00:00Z,2097814487.37,628051106.06
600275,2010-12-31T00:00:00Z,202536978.55,91548810.93
600278,2010-12-31T00:00:00Z,14845224862.46,10588828805.63
600287,2010-12-31T00:00:00Z,5568452607.98,1419309389.9399996
600300,2010-12-31T00:00:00Z,4763196958.43,1923806732.9700003
600320,2010-12-31T00:00:00Z,17116177415,-10447938227
600391,2010-12-31T00:00:00Z,1593747009.55,557078947.05
600400,2010-12-31T00:00:00Z,2139380447.65,1080790732.92
600448,2010-12-31T00:00:00Z,2005203000.9,610471983.51
600455,2010-12-31T00:00:00Z,268092860.98,59754700.72999999
600493,2010-12-31T00:00:00Z,924216480.84,236470480.35000002
600548,2010-12-31T00:00:00Z,2765300387.03,1323626839.8100002
600568,2010-12-31T00:00:00Z,449922594.03,-1571887355.91
600620,2010-12-31T00:00:00Z,1543971410.46,1349460190.45
600644,2010-12-31T00:00:00Z,1779098404.27,841669095.4499999
600647,2010-12-31T00:00:00Z,326762897.89,-266126914.56000006
600662,2010-12-31T00:00:00Z,3701460897.86,2400927855.55
600723,2010-12-31T00:00:00Z,9691839691.7,7206274958.630001
600769,2010-12-31T00:00:00Z,929863487.31,250016245.82999992
600780,2010-12-31T00:00:00Z,4544262466.03,2636108499.5299997
600792,2010-12-31T00:00:00Z,5722182543.33,4473140904.53
600827,2010-12-31T00:00:00Z,43891153387.26,14704250990.470001
600890,2010-12-31T00:00:00Z,11014496.04,-100479149.75
600896,2010-12-31T00:00:00Z,1249021096.69,406853326.45000005
600963,2010-12-31T00:00:00Z,6138384050.66,3099845321.68
601010,2010-12-31T00:00:00Z,5635724250.25,3119690600.69
601111,2010-12-31T00:00:00Z,80962677e3,29867308e3
601558,2010-12-31T00:00:00Z,20324866267.05,6594563298.199999
601866,2010-12-31T00:00:00Z,34835468983.49,14897883667.029999
601989,2010-12-31T00:00:00Z,54110538499.86,35548240938.86
900929,2010-12-31T00:00:00Z,2074750021.59,474832809.4299998
900939,2010-12-31T00:00:00Z,17459380.94,-19985151.02
608,2011-03-31T00:00:00Z,162972e3,-1071625e3
2599,2011-03-31T00:00:00Z,105677223.08,-211228983.01
2603,2011-03-31T00:00:00Z,420142964.2,-1212188022.6399999
2606,2011-03-31T00:00:00Z,144730477.25,-419550326.5
2607,2011-03-31T00:00:00Z,792586335.55,-1420494083.5600002
2609,2011-03-31T00:00:00Z,50821617.75,-193428471.69
300211,2011-03-31T00:00:00Z,59997422.96,-139476439.91
300277,2011-03-31T00:00:00Z,33037071.66,-131031926.97999999
600723,2011-03-31T00:00:00Z,3197734400.65,2465207569.61
601010,2011-03-31T00:00:00Z,1895420016.46,-2985388942.0299997
601218,2011-03-31T00:00:00Z,406549342.92,-1176704767.03
601222,2011-03-31T00:00:00Z,274574852.35,-712217433.4599999
601258,2011-03-31T00:00:00Z,13152607827,-22038721262
601566,2011-03-31T00:00:00Z,545505609.07,-858407006.2799999
601567,2011-03-31T00:00:00Z,468236146.3,-1018821076.02
601599,2011-03-31T00:00:00Z,464727038.79,-749147369.5799999
601669,2011-03-31T00:00:00Z,20789055033.93,-54751119082.68
601789,2011-03-31T00:00:00Z,1876090887.55,-5052938780.48
601798,2011-03-31T00:00:00Z,96847400.65,-561129641.91
601996,2011-03-31T00:00:00Z,170460922.95,-575550336.53
900939,2011-03-31T00:00:00Z,1620327.18,-4558709.13
608,2011-06-30T00:00:00Z,297912e3,-2259744e3
722,2011-06-30T00:00:00Z,104081395.23,-208856999.47999996
876,2011-06-30T00:00:00Z,28698800343.23,25187950989.93
922,2011-06-30T00:00:00Z,1318497367.36,1268253209.1999998
2033,2011-06-30T00:00:00Z,241308905.41,157568535.72
2181,2011-06-30T00:00:00Z,863695399.28,703691965.65
2204,2011-06-30T00:00:00Z,6076596676.41,5472178158.469999
2362,2011-06-30T00:00:00Z,258234113.57,-416179365.87000006
2613,2011-06-30T00:00:00Z,411410207.94,-202723565.72999996
2622,2011-06-30T00:00:00Z,131665988.1,-182922340.70000002
2627,2011-06-30T00:00:00Z,459649351.02,-259764878.98000002
2650,2011-06-30T00:00:00Z,810563380.42,-391072663.15999997
300277,2011-06-30T00:00:00Z,119992507.19,-136775312.36
300329,2011-06-30T00:00:00Z,141155344.32,-64064348.879999995
600113,2011-06-30T00:00:00Z,560949775.67,435337339.03
600265,2011-06-30T00:00:00Z,199290429.18,103772958.71000001
600275,2011-06-30T00:00:00Z,5536541.22,-14228819.11
600707,2011-06-30T00:00:00Z,180634765.39,-522237724.62
600834,2011-06-30T00:00:00Z,367726495.11,-41256121.31
900939,2011-06-30T00:00:00Z,3242432.14,-8322721.449999999
502,2011-09-30T00:00:00Z,568331245.56,517228520.3299999
552,2011-09-30T00:00:00Z,3188623090.06,2611202259.35
593,2011-09-30T00:00:00Z,350140178.62,169732739.4
603,2011-09-30T00:00:00Z,676691877.89,660237663.26
608,2011-09-30T00:00:00Z,557773e3,-2325726e3
697,2011-09-30T00:00:00Z,44436714.49,-525161104.97
715,2011-09-30T00:00:00Z,2600673576.22,940740585.0799997
721,2011-09-30T00:00:00Z,496644959.44,78294921.38
722,2011-09-30T00:00:00Z,148876976.21,-332913401.29999995
875,2011-09-30T00:00:00Z,3082468849.48,1414848122.76
876,2011-09-30T00:00:00Z,50764868718.18,45170654631.09
877,2011-09-30T00:00:00Z,6379880109.62,2382414452.08
922,2011-09-30T00:00:00Z,2019346389.51,1921929805.54
970,2011-09-30T00:00:00Z,3895351322.05,2187105021.6800003
2006,2011-09-30T00:00:00Z,1900522621.43,1252745760.8700001
2033,2011-09-30T00:00:00Z,410482664.13,276004583.29999995
2181,2011-09-30T00:00:00Z,1294399855.39,1050505580.0200001
2186,2011-09-30T00:00:00Z,1338557164.3,353164071.3599999
2204,2011-09-30T00:00:00Z,8963053983.86,8030356735.72
2333,2011-09-30T00:00:00Z,820228193.26,110231140.39999998
2362,2011-09-30T00:00:00Z,398270059.24,-567343948.99
2650,2011-09-30T00:00:00Z,1215743021.67,325982573.86000013
300029,2011-09-30T00:00:00Z,594928859.08,284418824.08000004
300305,2011-09-30T00:00:00Z,357407548,148009108.33
300307,2011-09-30T00:00:00Z,2820477258.26,1973558161.0500002
300329,2011-09-30T00:00:00Z,213755883.78,92454043.41
600022,2011-09-30T00:00:00Z,67169146151.29,43366486249.53
600039,2011-09-30T00:00:00Z,15153011021.28,12188082561.42
600265,2011-09-30T00:00:00Z,243496896.56,111957411.7
600275,2011-09-30T00:00:00Z,9009934.16,-17779629.83
600382,2011-09-30T00:00:00Z,126938422.44,-394958316.91
600397,2011-09-30T00:00:00Z,9603719437.95,8756963076.77
600401,2011-09-30T00:00:00Z,5355700315.94,5047366222.629999
600549,2011-09-30T00:00:00Z,9767492350.92,5862473670.57
600555,2011-09-30T00:00:00Z,379854172.58,373294206.46
600575,2011-09-30T00:00:00Z,20493221102.8,20390802909.11
600664,2011-09-30T00:00:00Z,13796070326.33,4027841664.959999
600706,2011-09-30T00:00:00Z,584015123.05,556581068.4799999
600707,2011-09-30T00:00:00Z,265149528.23,-718799285.42
600727,2011-09-30T00:00:00Z,718798834.83,451338099.5
600834,2011-09-30T00:00:00Z,564481531.66,-69953972.69000006
600894,2011-09-30T00:00:00Z,6525560561.99,1794674352.71
900939,2011-09-30T00:00:00Z,6001408.04,-9060723.079999998
900951,2011-09-30T00:00:00Z,694848601.01,553976448.13
498,2011-12-31T00:00:00Z,7332080202.5,7332080202.5
502,2011-12-31T00:00:00Z,625157091.38,553958991.35
516,2011-12-31T00:00:00Z,3378129581.03,853411152.3800001
539,2011-12-31T00:00:00Z,26734105598,14091897529
552,2011-12-31T00:00:00Z,4375821520.36,3599937886.2999997
593,2011-12-31T00:00:00Z,556823098.55,272932009.02
608,2011-12-31T00:00:00Z,806492e3,-2235855e3
697,2011-12-31T00:00:00Z,136634029.43,-630590179.7
707,2011-12-31T00:00:00Z,5231868079.89,1463978625.2700005
715,2011-12-31T00:00:00Z,3524278045.63,1080536705.21
721,2011-12-31T00:00:00Z,671974984.34,79823561.91000009
722,2011-12-31T00:00:00Z,188104562.91,-399055414.5300001
791,2011-12-31T00:00:00Z,1228910409.34,939551403.3399999
809,2011-12-31T00:00:00Z,1402745226.99,299485773.27
831,2011-12-31T00:00:00Z,7636263237.68,4876940866.870001
875,2011-12-31T00:00:00Z,4557355772.4,2005130009.5299997
876,2011-12-31T00:00:00Z,71640047189.22,18501130384.660004
877,2011-12-31T00:00:00Z,8277788050.79,2573006694.01
917,2011-12-31T00:00:00Z,2845476023.71,-3345433301.6800003
922,2011-12-31T00:00:00Z,2780726301.37,2629976094.5
970,2011-12-31T00:00:00Z,5695842020.93,3330060483.65
2006,2011-12-31T00:00:00Z,2351361302.27,1376674664.47
2013,2011-12-31T00:00:00Z,6314519800,5777897608.92
2033,2011-12-31T00:00:00Z,555286111.23,181720266.41000003
2069,2011-12-31T00:00:00Z,2937410749.04,678364080.3699999
2096,2011-12-31T00:00:00Z,1610602826.45,983879695.2
2170,2011-12-31T00:00:00Z,2323768642.77,780599952.6399999
2177,2011-12-31T00:00:00Z,741457812.06,273258354.00999993
2181,2011-12-31T00:00:00Z,1877991091.55,1539400877
2186,2011-12-31T00:00:00Z,1802313803.25,462976279.69000006
2226,2011-12-31T00:00:00Z,1213892013.41,889723116.8200002
2255,2011-12-31T00:00:00Z,1372790206.42,323736366.5100001
2333,2011-12-31T00:00:00Z,1104988534.84,141191509.26999986
2347,2011-12-31T00:00:00Z,403247232.13,121489096.87
2362,2011-12-31T00:00:00Z,533193131.14,-703841414.4699999
2381,2011-12-31T00:00:00Z,1145925172.76,321392651.11
2569,2011-12-31T00:00:00Z,714618716.35,177247323.87
2650,2011-12-31T00:00:00Z,1682808865.15,307221857.8700001
2689,2011-12-31T00:00:00Z,1487809450.9,499075509.7800001
2692,2011-12-31T00:00:00Z,2063730640.5,1092524016.71
2694,2011-12-31T00:00:00Z,1383242002.27,614025511.37
2702,2011-12-31T00:00:00Z,658327780.25,224000690.86
300029,2011-12-31T00:00:00Z,841718020,389419863.38
300051,2011-12-31T00:00:00Z,272719745.7,99985476.63999999
300127,2011-12-31T00:00:00Z,563624220.82,231883503.02000004
300333,2011-12-31T00:00:00Z,205952135.38,143724821.20999998
300337,2011-12-31T00:00:00Z,1539316920.3,844006930.1899999
600022,2011-12-31T00:00:00Z,83562111174.56,52821449265.24
600033,2011-12-31T00:00:00Z,2312056380.77,376584375.03999996
600039,2011-12-31T00:00:00Z,19318480870.88,14737557675.980001
600107,2011-12-31T00:00:00Z,473756741.08,127758699.27999997
600113,2011-12-31T00:00:00Z,720647512.68,405941200.86999995
600173,2011-12-31T00:00:00Z,993973960.02,-1204822504.6399999
600202,2011-12-31T00:00:00Z,841740659.98,-527452484.48
600241,2011-12-31T00:00:00Z,1650002222,-447812265.3699999
600272,2011-12-31T00:00:00Z,797189525.6,-69708282.88999999
600275,2011-12-31T00:00:00Z,13537591,-188999387.55
600382,2011-12-31T00:00:00Z,159467563.32,-445030858.94
600397,2011-12-31T00:00:00Z,13700828979.21,12501754932.699999
600506,2011-12-31T00:00:00Z,138353270.03,76966795.52000001
600549,2011-12-31T00:00:00Z,11910403995.65,6372088954.69
600550,2011-12-31T00:00:00Z,5345826411.51,-2283973339.3499994
600555,2011-12-31T00:00:00Z,389347684.45,380052117.3
600575,2011-12-31T00:00:00Z,30055409337.52,26005850832.79
600578,2011-12-31T00:00:00Z,8552040253.61,5948181319.389999
600615,2011-12-31T00:00:00Z,114875568.2,-166413576.17000002
600620,2011-12-31T00:00:00Z,72235533.68,-1471735876.78
600630,2011-12-31T00:00:00Z,4527785068.92,996371208.7800002
600664,2011-12-31T00:00:00Z,17460828773.41,4925388960.700001
600668,2011-12-31T00:00:00Z,779064452.05,-545466490.3
600691,2011-12-31T00:00:00Z,14576455333.84,14545626338.73
600698,2011-12-31T00:00:00Z,1983549518.54,641625489.01
600706,2011-12-31T00:00:00Z,864521187.84,835593251.4200001
600707,2011-12-31T00:00:00Z,357689810.33,-793926506.7
600727,2011-12-31T00:00:00Z,961504657.71,508881950.94000006
600733,2011-12-31T00:00:00Z,386823956.59,171648816.99999997
600834,2011-12-31T00:00:00Z,779252774.88,-54963045.07000005
600850,2011-12-31T00:00:00Z,3941392369.42,2430435520.5600004
600885,2011-12-31T00:00:00Z,3019857890.76,2358894088.36
600894,2011-12-31T00:00:00Z,8735541860.35,2225109912.6000004
601188,2011-12-31T00:00:00Z,391440622.77,103766402.95999998
601339,2011-12-31T00:00:00Z,4761186013.96,1458640213.96
601388,2011-12-31T00:00:00Z,5403430701.61,3635557145.5599995
601558,2011-12-31T00:00:00Z,9506490078.47,-10818376188.58
603002,2011-12-31T00:00:00Z,1418920672.04,550444572.04
603366,2011-12-31T00:00:00Z,3094996696.99,1556573094.6799998
900939,2011-12-31T00:00:00Z,8121478.38,-9337902.560000002
900951,2011-12-31T00:00:00Z,853390507.21,604489271.23
2672,2012-03-31T00:00:00Z,390272453.15,-762085897.34
2689,2012-03-31T00:00:00Z,95530406.72,-1244088436.85
2690,2012-03-31T00:00:00Z,102409892.72,-232424377.16
2692,2012-03-31T00:00:00Z,361556524.49,-1147661971.46
2693,2012-03-31T00:00:00Z,19020918.42,-93856235.1
2694,2012-03-31T00:00:00Z,276632695.63,-746280652.64
2695,2012-03-31T00:00:00Z,257989676.68,-259569734.15999997
2696,2012-03-31T00:00:00Z,140352907.79,-309350816.26
2697,2012-03-31T00:00:00Z,994202442.89,-1491675371.2800002
2703,2012-03-31T00:00:00Z,136320758.66,-228951802.91
300337,2012-03-31T00:00:00Z,332641616.16,-902025942.25
300341,2012-03-31T00:00:00Z,64494115.46,-201367477.7
300345,2012-03-31T00:00:00Z,55091641.56,-153275448
300352,2012-03-31T00:00:00Z,7482539.61,-61534082.36
300354,2012-03-31T00:00:00Z,7625941.39,-35848028.24
600959,2012-03-31T00:00:00Z,799265767.2,-1726393188.61
601038,2012-03-31T00:00:00Z,3507319416.73,-6713485548.27
601339,2012-03-31T00:00:00Z,1023202254,-3851584046
601608,2012-03-31T00:00:00Z,1825594674.12,-4685696745.68
601965,2012-03-31T00:00:00Z,266606891.72,-1890340478.01
603002,2012-03-31T00:00:00Z,303712212.92,-947654687.0799999
603128,2012-03-31T00:00:00Z,1714655432.54,-5287668967.46
603333,2012-03-31T00:00:00Z,166745561.31,-1025162340.0700002
603366,2012-03-31T00:00:00Z,557052451.08,-1941955692.37
603766,2012-03-31T00:00:00Z,1385339707.64,-4252710593.16
418,2012-06-30T00:00:00Z,3101328731.14,-3646185391.39
629,2012-06-30T00:00:00Z,8304973469.26,-15468966185.039999
2013,2012-06-30T00:00:00Z,3407306947.6,3086796280.02
2696,2012-06-30T00:00:00Z,424860708.16,-345314307.79
2702,2012-06-30T00:00:00Z,324016573.42,-189396685.56
2703,2012-06-30T00:00:00Z,311654779.31,-234289147.20999998
300029,2012-06-30T00:00:00Z,129603319.76,-287927216.18
300354,2012-06-30T00:00:00Z,33306050.61,-38843883.849999994
600096,2012-06-30T00:00:00Z,28505765364.5,23510749164.68
600113,2012-06-30T00:00:00Z,142415801.95,-418533973.71999997
600265,2012-06-30T00:00:00Z,75531514.62,-123758914.56
600562,2012-06-30T00:00:00Z,460930754.27,312148695.71
600620,2012-06-30T00:00:00Z,72620884.77,50566705.919999994
600769,2012-06-30T00:00:00Z,270934215.39,-272096810.15999997
600793,2012-06-30T00:00:00Z,2699359.66,-392196463.34
600894,2012-06-30T00:00:00Z,2793363115.28,-1734419527.7499995
601001,2012-06-30T00:00:00Z,17772202170.27,11117674354.16
603167,2012-06-30T00:00:00Z,492723051.93,-549844501.8900001
7,2012-09-30T00:00:00Z,215120009.15,97789483.69000001
30,2012-09-30T00:00:00Z,3572010299.84,3571901293.04
418,2012-09-30T00:00:00Z,4575118340.72,-4790653275.659999
498,2012-09-30T00:00:00Z,4562616244.02,4562616244.02
502,2012-09-30T00:00:00Z,21691399.42,-546639846.14
539,2012-09-30T00:00:00Z,21824682045,11324164300
629,2012-09-30T00:00:00Z,11852293372.38,-24886217142.410004
791,2012-09-30T00:00:00Z,1211331987.65,974828422.1400001
809,2012-09-30T00:00:00Z,370245591.24,244107463.99
2006,2012-09-30T00:00:00Z,592125327.45,-1308397293.98
2013,2012-09-30T00:00:00Z,4657791335.73,4172604467.2799997
2051,2012-09-30T00:00:00Z,7506732380.82,3810558443.7599998
2534,2012-09-30T00:00:00Z,8378871549.11,5881309676.25
300029,2012-09-30T00:00:00Z,170987104.48,-423941754.6
300346,2012-09-30T00:00:00Z,151786752.84,-124144498.28999999
600096,2012-09-30T00:00:00Z,43967325390.37,36375727927.51
600113,2012-09-30T00:00:00Z,211632614.27,-417525082.19000006
600225,2012-09-30T00:00:00Z,1828823407.15,1678529519.49
600265,2012-09-30T00:00:00Z,94602085.96,-148894810.60000002
600550,2012-09-30T00:00:00Z,1565433668.48,-2418749771.16
600562,2012-09-30T00:00:00Z,644934560.33,412559958.5
600578,2012-09-30T00:00:00Z,7332989073.56,4975928937.610001
600620,2012-09-30T00:00:00Z,117987291.81,75300909.21000001
600644,2012-09-30T00:00:00Z,1025527057.19,-687184020.22
600691,2012-09-30T00:00:00Z,15375278514.46,15355318612.179998
600698,2012-09-30T00:00:00Z,712884534.35,-874722612.66
600734,2012-09-30T00:00:00Z,41599723.87,-821349090.01
600769,2012-09-30T00:00:00Z,272370940.72,-475420275.53999996
600793,2012-09-30T00:00:00Z,2721940.04,-551758629.14
600885,2012-09-30T00:00:00Z,2192619388.03,2089581513.9400003
600894,2012-09-30T00:00:00Z,3685159513.34,-2840401048.6499996
601001,2012-09-30T00:00:00Z,26902370025.07,16383351760.67
601177,2012-09-30T00:00:00Z,1297641121.09,-612026575.72
601908,2012-09-30T00:00:00Z,381793313.41,-1149364972.2099998
7,2012-12-31T00:00:00Z,312664912.05,147325388.76000002
30,2012-12-31T00:00:00Z,4828316433.7,4828207426.9
37,2012-12-31T00:00:00Z,1265445768.29,-1150371962.06
418,2012-12-31T00:00:00Z,6899863926.81,-4075757777.71
502,2012-12-31T00:00:00Z,33389274.35,-591767817.03
519,2012-12-31T00:00:00Z,2161373033.25,1813277396.15
534,2012-12-31T00:00:00Z,636590486.83,320116868.92
543,2012-12-31T00:00:00Z,10462836908.03,5312546209.85
545,2012-12-31T00:00:00Z,1088051788.45,993328201.34
555,2012-12-31T00:00:00Z,7833132209.7,7733265147.5
560,2012-12-31T00:00:00Z,2768737380.38,1212707174.22
582,2012-12-31T00:00:00Z,4207735770.66,3188264325.87
609,2012-12-31T00:00:00Z,166957524.24,149936394.79000002
629,2012-12-31T00:00:00Z,15602599735.95,-36938287915.66
638,2012-12-31T00:00:00Z,48556618.11,-345877545.41999996
657,2012-12-31T00:00:00Z,8489568963.67,7040766672.92
672,2012-12-31T00:00:00Z,2102595249.68,2082317139.91
688,2012-12-31T00:00:00Z,638377059.66,624319217.27
831,2012-12-31T00:00:00Z,4018392644.19,-3617870593.4900002
862,2012-12-31T00:00:00Z,942251916.76,-641683363.0699999
948,2012-12-31T00:00:00Z,1826566611.11,-830282710.26
2006,2012-12-31T00:00:00Z,735488492.83,-1615872809.44
2302,2012-12-31T00:00:00Z,6836565404.86,4734785271.049999
2447,2012-12-31T00:00:00Z,372156576.32,163799747.29999998
2534,2012-12-31T00:00:00Z,11721692787.04,7754440619.440001
300029,2012-12-31T00:00:00Z,176032036.29,-665685983.71
300135,2012-12-31T00:00:00Z,2190661072.13,1070898045.8100002
300346,2012-12-31T00:00:00Z,177305666.91,-145567877.31000003
600018,2012-12-31T00:00:00Z,28381021292.78,6602164073.66
600038,2012-12-31T00:00:00Z,8823172286.2,6053738601.59
600096,2012-12-31T00:00:00Z,58713099550.24,48596482785.43
600108,2012-12-31T00:00:00Z,2246057400,775842200
600113,2012-12-31T00:00:00Z,308085851.16,-412561661.5199999
600145,2012-12-31T00:00:00Z,29935468.44,-133205328.86000001
600155,2012-12-31T00:00:00Z,378805013.46,-693279400.9000001
600157,2012-12-31T00:00:00Z,16625249046.46,14563491141.189999
600197,2012-12-31T00:00:00Z,1771946908.52,537103883.47
600220,2012-12-31T00:00:00Z,2828923978.13,-1043950320.5
600265,2012-12-31T00:00:00Z,120931224.59,-176938827.4
600332,2012-12-31T00:00:00Z,12062641788.39,6623030169.929999
600421,2012-12-31T00:00:00Z,49188991.55,38432771.419999994
600428,2012-12-31T00:00:00Z,7689915441.58,2526856145.8999996
600470,2012-12-31T00:00:00Z,5943455417.86,2590874288.7699995
600506,2012-12-31T00:00:00Z,60753142.42,-77600127.61
600513,2012-12-31T00:00:00Z,571879604.82,247664634.70000005
600562,2012-12-31T00:00:00Z,989100969.22,693724463.12
600634,2012-12-31T00:00:00Z,2680534674.47,2630215547.62
600644,2012-12-31T00:00:00Z,1450153846.86,-644869434.8700001
600698,2012-12-31T00:00:00Z,918110910.91,-1065438607.63
600728,2012-12-31T00:00:00Z,1609114400.36,983028096.2099999
600734,2012-12-31T00:00:00Z,135446702.83,-1000216454.4499999
600769,2012-12-31T00:00:00Z,272279414.52,-718627339.71
600778,2012-12-31T00:00:00Z,7909721865.67,4049530399.12
600793,2012-12-31T00:00:00Z,18606803.91,-549817932.3100001
600800,2012-12-31T00:00:00Z,143478412.33,-91751662.80999997
600818,2012-12-31T00:00:00Z,535621500.99,-140153236.04999995
600834,2012-12-31T00:00:00Z,719503368.33,-59749406.54999995
600860,2012-12-31T00:00:00Z,3045275527.04,2241401600.47
600894,2012-12-31T00:00:00Z,4659116785.62,-4076425074.7300005
600965,2012-12-31T00:00:00Z,969423555.57,447973927.32000005
601177,2012-12-31T00:00:00Z,1680742847.18,-690773254.47
601368,2012-12-31T00:00:00Z,852440924,352317686
601908,2012-12-31T00:00:00Z,568533024.68,-1206869275.23
900939,2012-12-31T00:00:00Z,15559935.52,7438457.14
333,2013-03-31T00:00:00Z,31565923390,-78834628510
601225,2013-03-31T00:00:00Z,9176942754.81,-22560513145.190002
603288,2013-03-31T00:00:00Z,2473702608.69,-3041804942.6200004
603299,2013-03-31T00:00:00Z,572613623.8,-1612895465.97
333,2013-06-30T00:00:00Z,65939479120,-68106170150
555,2013-06-30T00:00:00Z,3308796090.89,3279557586.89
611,2013-06-30T00:00:00Z,604467601.93,525453516.27
657,2013-06-30T00:00:00Z,4726462645.16,4000867557.2599998
809,2013-06-30T00:00:00Z,356208596.97,254427065.01000005
831,2013-06-30T00:00:00Z,265596967.93,-2124235183.4199998
2467,2013-06-30T00:00:00Z,352147513.41,194338332.66000003
2705,2013-06-30T00:00:00Z,2197177360.48,-2265371329.4599996
