gpdm,real,pred,Îó²î
000630,17736639014,17452570201,0.016015932
000631,740711635.4,742084460.4,0.001853387
000632,1459061568,1008598159,0.308735025
000633,15684381.55,11391543.22,0.273701473
000635,399858798.4,454888454,0.13762272
000636,842197649.4,704168772,0.163891312
000637,1021896084,1561557550,0.528098184
000639,1362202788,2485424983,0.824563131
000650,1044067932,935918920.9,0.103584267
000651,39561581993,40639526081,0.027247244
000652,3646957817,1998041276,0.452134799
000655,245668405.3,347019674.5,0.412553129
000656,5321734163,5652811222,0.06221225
000657,1748805128,1497303076,0.143813652
000659,374014751.5,375387276.3,0.003669708
000661,1031563761,986392984.6,0.043788642
000662,244513045.8,252733812.8,0.033620975
000663,123407486.5,190400290,0.542858505
000665,631982498.1,732313047,0.158755265
000666,1225103638,1271655710,0.037998477
000667,189740985.7,610691741.2,2.218554699
000668,30350344.89,2785108.213,0.90823471
000669,987909392.8,860204288.9,0.129268033
000670,32697273.22,103332361.8,2.160274592
000671,4301911576,4158161577,0.033415377
000672,830241354.3,966150683.6,0.163698578
000676,2111744371,1509864807,0.285015351
000677,150976540.8,93274054,0.382195051
000678,387297614.5,419050030.8,0.081984539
000679,285247373.2,484031530.9,0.696883394
000680,2115175517,2236938092,0.05756618
000682,465139030.8,513298242.8,0.103537241
000683,2262586974,2346102379,0.036911467
000685,367369307.9,358547035.4,0.024014724
000687,377345329.4,412841951.2,0.094069329
000690,914393055.7,508672791.8,0.443704446
000692,952417416.5,946973242.4,0.005716164
000693,349484770.3,752349122.3,1.152737934
000695,429796269,428262284.2,0.003569097
000698,2149752786,4024659998,0.872150148
000700,1053163134,1117766935,0.061342634
000701,10833017297,12417671544,0.146280044
000702,282782540.8,274294398.3,0.030016501
000703,15747320144,14611281432,0.072141717
000705,708577457.3,682289896.3,0.037099065
000707,868700105.3,904488587.4,0.041197741
000708,3008454644,3642447322,0.210736991
000709,25033954833,40041326944,0.599480674
000710,297185149.3,342848665.9,0.153653427
000711,116455400,418854909,2.596698042
000712,17818941.89,19510710.57,0.094942151
000713,453277830.4,395219526.4,0.12808547
000715,679035401.6,611524335.9,0.099422012
000716,553279966.1,567763711.2,0.026177968
000717,6106040060,9124382688,0.494320803
000718,792678634.9,598625103.2,0.244807319
000720,415694058.3,599915563.1,0.443166077
000721,120274332.9,118834442.4,0.011971719
000722,55225032.99,60855242.86,0.101950322
000723,3166300617,3218859590,0.01659949
000725,21566813037,25923251010,0.201997299
000726,1520075607,1346027358,0.114499731
000727,1045781525,1552919728,0.484937045
000729,3279867570,3087818753,0.058553833
000731,566485226.2,614329728.9,0.084458518
000732,5988667870,5037744053,0.158787202
000733,1480156298,2571303868,0.737184021
000735,197840332.7,277157380.6,0.400914449
000736,465581487.7,862935451.3,0.853457395
000737,511739210.9,454163075.6,0.112510697
000738,550583848.7,510415029.9,0.072956769
000739,1445922687,1441497075,0.003060753
000751,1946292560,2341949202,0.203287342
000752,91166350.1,90797430.76,0.004046661
000753,678911389.9,641536657.4,0.055050973
000755,570779128.2,325944103.4,0.428948805
000756,1417348459,1443916370,0.018744798
000757,194340934.8,193831236.8,0.0026227
000758,3752035085,2488071556,0.336874123
000759,4346647470,4253123927,0.021516248
000760,72381450.79,16736212.48,0.768777604
000761,11641518226,9752831890,0.162237115
000762,90897101.55,129728537.6,0.427202138
000766,360211472,430569353.3,0.195323822
000767,2700037725,2220542786,0.177588237
000768,5250829791,4220592719,0.196204622
000777,160959828.3,68429207.04,0.574867793
000778,9445648288,9432768579,0.00136356
000779,65794721.04,50273316.1,0.235906539
000780,535850892.3,685249362.4,0.278806049
000782,863196748.7,1249405682,0.447417039
000785,1120910510,1070726321,0.044770914
000786,2497578873,2435792412,0.024738543
000788,524561601.7,481835190.1,0.081451657
000789,1725012685,1316608979,0.23675403
000790,130912247.4,103219613,0.211535857
000791,290891650.2,340390144.6,0.170161276
000792,2700922509,2339269123,0.133899949
000793,731657064.3,575762936.7,0.213069941
000795,387889107.3,348786013.6,0.100809981
000796,1798527949,2049399147,0.139486961
000797,568517699.4,771774725.2,0.357521017
000798,121921208.2,202508156.5,0.660975638
000799,265269210.5,228578518.6,0.138314928
000800,7146114655,6685409936,0.064469259
000801,715656832.1,705056234.9,0.014812403
000802,149610740.9,60849005.19,0.593284514
000803,57077900.4,18278541.53,0.679761494
000806,188083742.4,201872282.9,0.073310645
000807,5123503738,6520043099,0.272575064
000809,5821228.2,7295258.379,0.253216354
000810,1834863804,2187557708,0.192218029
000811,633731084.4,772797108.8,0.219440119
000812,191326539.9,179726021.2,0.060632042
000813,787375642.9,495883290.5,0.37020748
000815,251213063.6,199722703.6,0.204966888
000816,391562524.9,491150396.7,0.254334533
000818,907539547.9,913214509.9,0.006253129
000819,459214326.9,359519329.5,0.217099057
000820,2025745.32,264529504.2,129.5837913
000821,533120436.9,304101098.4,0.429582741
000822,1215083365,1419372398,0.168127586
000823,1084103857,1051742281,0.029850993
000825,18107167444,13997833818,0.226945139
000826,2220187569,2373170877,0.068905578
000828,378384814.3,373483102.3,0.012954304
000829,10441974106,11770272804,0.127207622
000830,4893291571,3859801521,0.211205491
000831,107679383.8,119539175.1,0.110139851
000833,538923550,429540497.1,0.202965806
000835,38899094.57,49678588.84,0.277114272
000836,495445986.5,497913063.8,0.004979508
000837,713317560,651985826.9,0.085980966
000839,1026102452,1222065357,0.190977914
000848,895593873.6,804555536.9,0.101651362
000850,544035180.5,446927648.5,0.178494949
000851,2366555531,1862619322,0.212940792
000852,545569547.1,621067825.8,0.138384335
000856,350732210.5,479061571.5,0.365889865
000858,13897660045,11924705074,0.141963105
000859,253659100.3,248504277.8,0.020321851
000860,3972700040,4337417545,0.091805951
000861,620471609.2,668556019.6,0.077496552
000862,267045246,186473025.6,0.301717486
000863,174256852.8,2071296371,10.88645575
000868,656795171.2,1195121420,0.819625771
000869,1804057976,1977633026,0.096213676
000875,2010094533,1484092724,0.261680135
000876,14806709024,13692227996,0.075268652
000877,747980970.2,787492486.4,0.052824226
000878,9291818953,7268828173,0.217717413
000880,553587681.8,434324175.6,0.215437428
000881,1325821014,1872430644,0.412280107
000882,311520387.4,259560568.1,0.166794282
000883,2972044530,2755383492,0.072899661
000885,420460186.5,944425305.4,1.246170591
000886,116042059.8,190809419.2,0.644312585
000887,3041380608,3294846930,0.083339231
000888,264223877.8,265385862.3,0.004397727
000889,592112386.8,436789082,0.262320648
000890,516354274,648476281.1,0.255874723
000893,85742732.41,158621452.1,0.849969643
000895,11994431963,12585037681,0.049239991
000897,36663099.81,132984827.7,2.627211786
000898,21513000000,27128388549,0.261023035
000899,562181613.4,503672145,0.104075742
000900,2079104204,2581770067,0.241770403
000901,1377776096,1610769108,0.169108038
000902,2870484520,2684074335,0.064940321
000903,1773955076,2278378216,0.284349445
000905,3542003297,3430931784,0.031358388
000906,13453321246,13162053281,0.021650265
000908,382981405.9,391330028.5,0.021799028
000909,310452843.3,354531034.4,0.141980311
000910,1397986432,1181257246,0.155029535
000911,696840007.1,543632348.3,0.219860595
000912,880706509.8,1117952653,0.269381616
000913,776236174.9,622073852.7,0.198602342
000915,456490788.3,416966206.1,0.086583526
000917,2336622676,1827004920,0.21810015
000918,374925547.3,68337344.57,0.817730893
000919,791528442.5,807253838.1,0.019867126
000920,212578184.8,237304456.6,0.11631613
000921,8974222299,9545531051,0.063661088
000922,354938638.6,253942069.4,0.284546562
000923,1144502348,1616438660,0.412350672
000925,303769196.9,351138565.9,0.155938685
000926,2703748070,3925662895,0.451933684
000927,375309050.9,306982401.3,0.182054361
000928,1365395046,1294278126,0.052085234
000929,151829114.5,153254239.9,0.009386378
000930,1897030226,1518036645,0.199782573
000931,338965134.5,332274791.5,0.019737555
000932,19982981167,28003133130,0.401349123
000933,4712497480,4430662616,0.059805839
000935,507362652.1,661481516.3,0.303764701
000936,565751194.9,669931643.5,0.184145344
000937,5356199457,6959468023,0.299329511
000938,10111752857,9407128449,0.069683705
000939,3679993756,3564200170,0.031465702
000948,373681324.6,297111386.6,0.20490705
000949,1086745814,1046355387,0.037166398
000950,6070791508,5818367450,0.04158009
000951,9236952494,8105170604,0.122527629
000952,244847193.3,174761045.4,0.28624444
000953,58610702.46,44417347.68,0.242163192
000955,162608711.8,187179543.6,0.151104031
000957,863847190.6,1513528694,0.752079199
000958,877920176.7,796481982.8,0.092762641
000959,14612322480,14314008871,0.020415208
000960,9033083184,7561102791,0.162954372
000961,11347257656,5468762549,0.518054255
000962,239575271.8,200393833.2,0.16354542
000963,7836744770,7818907528,0.002276103
000965,950723894.9,405689968.4,0.573283084
000966,1662228021,1434368244,0.137080938
000967,1141061937,1412737136,0.238089792
000968,346000011.1,448342098.8,0.295786371
000969,1213724043,1173176202,0.033407793
000970,946511737.6,888731533.9,0.061045417
000971,223481094.5,231442252.1,0.035623405
000972,47328180.62,68361881.48,0.444422342
000973,529131101.2,618493790.5,0.168885724
000975,847431761.7,269944262.4,0.681456048
000976,204818167,326170569.2,0.592488469
000977,7608225940,6254832802,0.177885508
000978,112357301.8,119215651.1,0.06104053
000979,1150296483,303327903.4,0.736304589
000980,5445618512,6573604254,0.207136387
000981,2330894124,2657256316,0.14001588
000982,486087506.7,224523959.8,0.538099711
000983,7299417997,7545418204,0.033701345
000985,460206601.7,297930130.9,0.352616564
000987,2006419895,1997978013,0.004207435
000988,1264318630,1179851844,0.066808148
000989,839303390.9,1277769421,0.522416608
000990,1368680806,2511291363,0.834826171
000993,77473084.98,154874674.5,0.999077158
000995,7675862.1,10961252.32,0.428015796
000996,8596762.87,12035843.17,0.400043638
000997,1158837836,1284007831,0.108013383
000998,814006828.6,1067336304,0.311212961
000999,3380320208,2961791606,0.123813301
001696,1331992471,1457598027,0.094298999
001896,2410108146,2052826370,0.148243047
002001,3045451020,1538323343,0.494878318
002002,1413447515,1669142818,0.180901873
002003,422323701.6,412180879.4,0.024016701
002004,2697358961,2855704271,0.058703833
002005,870097977,878443864.8,0.009591894
002006,162932038.8,135236761.8,0.169980546
002007,561886177.5,631433329.4,0.123774449
002008,1692063719,2488098039,0.470451739
002009,782762730.8,423350058.6,0.459159153
002010,4978123167,3876877327,0.221217074
002011,2254497110,2017708093,0.105029639
002012,264738731.6,238215644.8,0.100185895
002013,1948354007,1550647138,0.204124542
002014,506491059.3,453699596.4,0.104229802
002015,94099713.14,64229959.78,0.317426614
002016,933695854.4,131371642.7,0.859299319
002017,243155712.4,225013998,0.074609452
002018,704043238.3,4086539400,4.804386972
002019,1252783531,1280107155,0.021810331
002020,643598548.7,592047827.2,0.080097635
002021,307124952.3,402165045.1,0.3094509
002022,452220201.1,451028610.4,0.002634979
002023,103172473.7,99253840.98,0.037981378
002024,49620344000,44978511277,0.093546968
002025,481639971.5,710695422.3,0.475574006
002026,400052049.3,308003156.7,0.230092291
002027,2959582129,2654857650,0.102961994
002028,581665230.7,738376915,0.269419034
002029,919064780.7,928684187.2,0.010466516
002030,388686401,334596742.9,0.139160151
002031,262841707,241118457,0.082647652
002032,4887002505,4356270302,0.108600763
002033,136012373,134937748.7,0.007900931
002034,181761284.5,168697034.4,0.071875868
002035,1424421479,1241748548,0.128243595
002036,905078811.6,969819718.3,0.071530684
002037,1003631076,827471829.4,0.175521913
002038,440127601.6,281069664.5,0.361390507
002039,387832276.5,622684823.1,0.605551835
002040,159281999,446931572.7,1.805913885
002041,139365819.8,171718030,0.232138771
002042,3034150519,3230119177,0.064587652
002043,654006595.2,1040785993,0.591399843
002044,1224913069,774118920.3,0.36802134
002045,882850908,774056111.7,0.123231222
002046,349809189.1,253186006.4,0.276216822
002047,1189394806,1397003202,0.174549607
002048,3218609258,4335771671,0.347094762
002049,515527801.6,476862973.1,0.075000472
002050,2577547335,2556541022,0.008149729
002051,2065895511,1804769535,0.126398443
002052,185763656.6,125096752.1,0.326581128
002053,321047950.1,313524222.1,0.023434904
002054,341485077.5,618543246.5,0.811333166
002055,1704064326,1571543047,0.077767768
002056,1398303234,1692543815,0.210426875
002057,298191307.1,250327223.2,0.160514685
002058,17084464.84,15760419.09,0.077499984
002059,196012705.5,271940062.5,0.387359364
002060,1812944428,1560151372,0.13943784
002061,4358259313,4158186555,0.045906575
002062,2118364035,1892324502,0.106704763
002063,257101996,240833149.2,0.063277793
002064,999901651.2,1339020972,0.339152676
002065,1400070934,1441333718,0.029471924
002066,921952594.5,528391867.3,0.426877401
002067,1310873829,1229351208,0.062189525
002068,1861109405,1759740438,0.054466958
002069,711540000.3,719609481.9,0.011340868
002070,47065614.51,253436585.4,4.384750375
002071,232857973,110303247.8,0.526306759
002072,42306896.51,23151476.76,0.452772983
002073,597217693.2,475367896.6,0.204029114
002074,1059808101,1089182184,0.027716416
002075,3375935833,4761311961,0.410368027
002076,190976930.1,238524783.3,0.248971712
002077,402573568,276453059.7,0.313285616
002078,5041290788,5660580002,0.122843383
002079,462230482.6,507321689.7,0.097551349
002080,2084392300,2287053516,0.097227962
002081,5065860066,4657525268,0.080605227
002082,2712347424,3919049849,0.444892278
002083,1306269266,1292908022,0.010228553
002084,501564878.1,463931527.5,0.07503187
002085,2581101240,2630342631,0.019077668
002086,151562500.2,149018084.9,0.016787895
002087,1300634802,1388395181,0.067475035
002088,308213273.4,293589243.8,0.04744776
002089,90194767.95,326413327.5,2.618982951
002090,384614049.2,649892310.4,0.689725874
002091,7583054236,6635851649,0.124910433
002092,10274887134,9920996253,0.034442313
002093,379570703.2,547595761.9,0.442671306
002094,1194140949,1370522460,0.147705772
002095,75595136.01,80620663.14,0.066479504
002096,377079136.6,597846139.1,0.58546597
002097,1204008983,1604220967,0.3323995
002098,534214883.9,383593536.2,0.281948991
002099,610754044.6,793031924.8,0.298447275
002100,996366411.6,1093544587,0.097532569
002101,1321048172,1420973284,0.075640778
002102,3200761356,5386229654,0.68279639
002103,466031289.5,528204895.7,0.133410798
002104,436023927.7,307362189.1,0.295079537
002105,330254638.7,386389545.1,0.169974619
002106,821679055.6,910787932.1,0.108447302
002107,185240304.7,206611224.8,0.11536863
002108,598049963.5,905615309.8,0.514280353
002109,557466906.4,367987382.1,0.339893762
002110,6078911990,7180976539,0.181293059
002111,384236878.7,419218581.2,0.091042022
002112,106261054.6,85912368.87,0.191497118
002113,154762384.3,60578555.66,0.608570545
002114,307312068.4,205092703.1,0.332623987
002115,519927353.4,250789033.3,0.51764601
002116,957042541.1,978513970.5,0.022435188
002117,407093294.9,422924605.8,0.038888656
002118,345977602.3,193110005.6,0.441842465
002119,341460788.4,293208517.8,0.141311308
002120,2656857764,2346840268,0.116685771
002121,802154590.7,904798773.1,0.1279606
002122,407659721.1,700160364.6,0.717511759
002123,476825462.8,538571347.3,0.129493681
002124,843300297.8,501521929.5,0.405286669
002125,198963686.2,138423789.1,0.304276113
002126,1204850066,1239476465,0.028739177
002127,504472138.4,119941318.4,0.762243919
002128,2302565505,2911082531,0.264277835
002129,2801768460,2634437471,0.059723346
002130,563403631.9,576692739.2,0.023587188
002131,2848051407,3055723437,0.072917234
002132,653286362.7,1104191670,0.690210807
002133,1677936697,473316344.3,0.71791764
002134,100826211.4,108481451.4,0.075925098
002135,1503288637,2049908282,0.363615896
002136,301852609.7,333278703.1,0.104110723
002137,258428182.6,213546178,0.173673027
002138,492009611.9,442569907.1,0.100485242
002139,685531346.7,648626086.8,0.053834533
002140,404287609.2,332721797.4,0.177017079
002141,230858988.1,319412192.8,0.38358136
002143,317671968.8,426346120.5,0.342095502
002144,130032411.8,144742773.9,0.113128426
002145,769743226.5,951078584.1,0.235579023
002146,6983914709,6458748634,0.075196519
002147,303711522.3,226748945.8,0.253406838
002148,64571125.58,156189468.7,1.418874804
002149,275361534.4,375939765.9,0.365258829
002150,271568382.5,298762206.1,0.100136192
002151,624152423.9,479062571.7,0.232459006
002152,1026640356,860628511.1,0.161703993
002153,531076014.2,627951713.6,0.182413999
002154,736554288.2,666571553.8,0.095013681
002155,3048574025,2101519496,0.310654923
002156,1640518075,1661975929,0.013079925
002157,4958690435,5035785041,0.015547372
002158,342068130.9,369019586.5,0.07878973
002159,109670075,105637702.7,0.036768209
002160,926391960.5,1050439000,0.133903407
002161,76000921.27,98109564.26,0.290899671
002162,145774417.6,163446469.9,0.121228763
002163,1081772941,970186195.3,0.103151726
002164,6341052711,2311730078,0.635434338
002165,615749383,575792629.7,0.06489126
002166,111482325.5,124618542.4,0.117832283
002167,141937350.6,132720601.8,0.064935331
002168,604057765.9,52915496.76,0.91239994
002169,454295553,333680227.9,0.265499683
002170,376624519.1,422366630.2,0.121452823
002171,3009044766,2670984613,0.112347997
002172,1173333019,1363174810,0.161797024
002173,232760744.9,514637387.4,1.211014523
002174,867815132.9,1084270773,0.24942598
002175,44824910.46,143150852.7,2.193555799
002176,770672830.2,1549498425,1.010578762
002177,131405033.5,132527171.6,0.008539537
002178,310016027.7,285135406.5,0.080255919
002179,1477251374,1730702836,0.171569623
002180,5042939452,19197772683,2.806861626
002181,187132882.9,171406557.3,0.08403828
002182,1157972410,1372554205,0.185308211
002183,18355096490,21653833637,0.179717778
002184,303148529,386779983.5,0.275876168
002185,1927998370,1618167655,0.160700714
002186,443225697.1,445025659.1,0.004061051
002187,1942013099,1696170105,0.126591831
002188,33467400.75,131941004.9,2.942373832
002189,230108859.7,230072027.9,0.000160063
002190,350531972.7,379976157.4,0.083998571
002191,813621455.6,807108688,0.008004665
002192,31857701.87,49435775.31,0.551768408
002193,226071859.3,212357289.5,0.060664648
002194,241198969.8,321345731.8,0.332284844
002195,439153825.3,997456533.5,1.271314687
002196,325709783,295047565.1,0.09413969
002197,287143657.3,302988384,0.055180486
002198,93430702.81,81270434.48,0.130152808
002199,48506773.5,48036342.09,0.009698262
002200,46575212.57,89465889.01,0.920890621
002201,222828994,228691518.1,0.026309521
002202,3859685677,3419524602,0.114040653
002203,9363838349,7253575277,0.225363039
002204,571742303.4,1057445858,0.849514811
002205,44440259.83,30887164.47,0.30497336
002206,853967972.1,753439516.7,0.117719234
002207,28379410.63,19196823.82,0.323565099
002208,253880778.4,780231288.7,2.073219223
002209,254635941.2,247728734.1,0.027125814
002210,11860377568,9110172412,0.231881754
002211,252389515.5,281135135.4,0.113893875
002212,980088504,1128399984,0.151324578
002213,18262082.51,14147287,0.225319074
002214,53043428.08,60267952.83,0.136200186
002215,1035787837,997322522.5,0.037136287
002216,1817124672,1803057175,0.007741625
002217,3653812129,3101309956,0.151212529
002218,179553382.2,403590732.6,1.247747872
002219,942006366.6,881494900.1,0.064236791
002220,236780305.2,244720194.2,0.033532725
002221,9125919326,7762134489,0.149440817
002222,125085798.4,153725304.3,0.228958893
002223,1041548137,1209760764,0.161502499
002224,180465436,167084526,0.074146663
002225,890354032.5,668869778.9,0.248759758
002226,481439248.5,320057360.5,0.33520717
002227,40284754.42,57067329.44,0.416598668
002228,2022206403,2029300362,0.003508029
002229,160187919.2,158300766.8,0.011780866
002230,1397773495,1255372077,0.10187732
002231,49465821.91,60966266.82,0.232492749
002232,223492661.5,227752858.7,0.019061911
002233,1225485486,939776913.4,0.233139091
002234,293705907,286248851.2,0.025389533
002235,194875361.7,120528511.9,0.381509746
002236,3617652691,3744565504,0.035081536
002237,4613074425,4682037254,0.014949429
002238,381778948,352927128.3,0.075572055
002239,1050225093,1445382281,0.376259519
002240,473458292.1,456232548.3,0.036382811
002241,4045738552,5518015237,0.363908015
002242,1568115692,1541918544,0.016706132
002243,294753563.2,321549249.8,0.090908779
002244,3335965139,4054879104,0.21550404
002245,909508459.6,921751293.4,0.013460934
002246,321094127.9,377982150.8,0.177169303
002247,887961605.4,752845342.3,0.152164533
002248,23153339.98,17602203.1,0.239755339
002249,1943714496,2134252258,0.098027649
002250,992607753,1029851905,0.03752152
002251,5389943490,5583736147,0.035954488
002252,317494846.4,449374536.9,0.415375846
002253,38764945.14,39184130.27,0.01081351
002254,437554402.4,414587486.2,0.052489281
002255,459453270.2,177277847.3,0.614154782
002256,170150985,138958941.3,0.183319795
002258,904849549.9,805535688.3,0.10975732
002259,185066199.5,347032515.7,0.875180431
002260,158141154.5,132326596.6,0.163237444
002261,236480275.3,296318404.5,0.253036449
