PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布时间,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,CASH_C_EQUIV_货币资金,SETT_PROV_结算备付金,LOAN_TO_OTH_BANK_FI_拆出资金,TRADING_FA_交易性金融资产,DERIV_ASSETS_衍生金融资产,NOTES_RECEIV_应收票据,AR_应收账款,PREPAYMENT_预付款项,PREMIUM_RECEIV_应收保费,REINSUR_RECEIV_应收分保账款,REINSUR_RESER_RECEIV_应收分保合同准备金,INT_RECEIV_应收利息,DIV_RECEIV_应收股利,OTH_RECEIV_其他应收款,PUR_RESALE_FA_买入返售金融资产,ASSETS_HELD_FOR_SALE_划分为持有待售的资产,INVENTORIES_存货,NCA_WITHIN_1Y_一年内到期的非流动资产,OTH_CA_其他流动资产,CAE_流动资产特殊项目,CAA_流动资产调整项目,T_CA_流动资产合计,DISBUR_LA_发放委托贷款及垫款,AVAIL_FOR_SALE_FA_可供出售金融资产,HTM_INVEST_持有至到期投资,LT_RECEIV_长期应收款,LT_EQUITY_INVEST_长期股权投资,INVEST_REAL_ESTATE_投资性房地产,FIXED_ASSETS_固定资产,CIP_在建工程,CONST_MATERIALS_工程物资,FIXED_ASSETS_DISP_固定资产清理,PRODUC_BIOL_ASSETS_生产性生物资产,OIL_AND_GAS_ASSETS_油气资产,INTAN_ASSETS_无形资产,R_D_研发支出,GOODWILL_商誉,LT_AMOR_EXP_长期待摊费用,DEFER_TAX_ASSETS_递延所得税资产,OTH_NCA_其他非流动资产,NCAE_非流动资产特殊项目,NCAA_非流动资产调整项目,T_NCA_非流动资产合计,AE_资产特殊项目,AA_资产调整项目,T_ASSETS_资产总计,ST_BORR_短期借款,CB_BORR_向中央银行借款,DEPOS_吸收存款,LOAN_FR_OTH_BANK_FI_拆入资金,TRADING_FL_交易性金融负债,DERIV_LIAB_衍生金融负债,NOTES_PAYABLE_应付票据,AP_应付账款,ADVANCE_RECEIPTS_预收款项,SOLD_FOR_REPUR_FA_卖出回购金融资产款,COMMIS_PAYABLE_应付手续费及佣金,PAYROLL_PAYABLE_应付职工薪酬,TAXES_PAYABLE_应交税费,INT_PAYABLE_应付利息,DIV_PAYABLE_应付股利,OTH_PAYABLE_其他应付款,REINSUR_PAYABLE_应付分保账款,INSUR_RESER_保险合同准备金,FUNDS_SEC_TRAD_AGEN_代理买卖证券款,FUNDS_SEC_UNDW_AGEN_代理承销证券款,LIAB_HELD_FOR_SALE_划分为持有待售的负债,NCL_WITHIN_1Y_一年内到期的非流动负债,ACCRUED_EXP_预提费用,OTH_CL_其他流动负债,CLE_流动负债特殊项目,CLA_流动负债调整项目,T_CL_流动负债合计,LT_BORR_长期借款,BOND_PAYABLE_应付债券,PREFERRED_STOCK_L_其中优先股,PERPETUAL_BOND_L_永续债,LT_PAYABLE_长期应付款,LT_PAYROLL_PAYABLE_长期应付职工薪酬,SPECIFIC_PAYABLES_专项应付款,ESTIMATED_LIAB_预计负债,DEFER_REVENUE_递延收益,DEFER_TAX_LIAB_递延所得税负债,OTH_NCL_其他非流动负债,NCLE_非流动负债特殊项目,NCLA_非流动负债调整项目,T_NCL_非流动负债合计,LE_负债特殊项目,LA_负债调整项目,T_LIAB_负债合计,PAID_IN_CAPITAL_实收资本,OTH_EQUITY_INSTR_其他权益工具,PREFERRED_STOCK_E_其中优先股,PERPETUAL_BOND_E_永续债,CAPITAL_RESER_资本公积,TREASURY_SHARE_减库存股,OTH_COMPRE_INCOME_其他综合收益,SPECIAL_RESER_专项储备,SURPLUS_RESER_盈余公积,ORDIN_RISK_RESER_一般风险准备,RETAINED_EARNINGS_未分配利润,FOREX_DIFFER_外币报表折算差额,SEE_归属于母公司所有者权益特殊项目,SEA_归属于母公司所有者权益调整项目,T_EQUITY_ATTR_P_归属于母公司所有者权益合计,MINORITY_INT_少数股东权益,OTH_EFFECT_SE_所有者权益特殊项目,OTH_EFFECT_SA_所有者权益合计调整项目,T_SH_EQUITY_所有者权益合计,LEE_负债和所有者权益特殊项目,LEA_负债和所有者权益调整项目,T_LIAB_EQUITY_负债和所有者权益总计,T_REVENUE_营业总收入,REVENUE_营业收入,INT_INCOME_利息收入,PREM_EARNED_已赚保费,COMMIS_INCOME_手续费及佣金收入,SPEC_OR_营业总收入的调整项目,AOR_营业总收入的差错金额,T_COGS_营业总成本,COGS_营业成本,INT_EXP_利息支出,COMMIS_EXP_手续费及佣金支出,PREM_REFUND_退保金,N_COMPENS_PAYOUT_赔付支出净额,RESER_INSUR_CONTR_提取保险合同准备金净额,POLICY_DIV_PAYT_保单红利支出,REINSUR_EXP_分保费用,BIZ_TAX_SURCHG_营业税金及附加,SELL_EXP_销售费用,ADMIN_EXP_管理费用,FINAN_EXP_财务费用,ASSETS_IMPAIR_LOSS_资产减值损失,SPEC_TOC_营业总成本的调整项目,ATOC_营业总成本的差错金额,F_VALUE_CHG_GAIN_公允价值变动收益,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,NCA_DISPLOSS_非流动资产处置损失,OTH_EFFECT_TP_影响利润总额的调整项目,AE_EFFECT_TP_影响利润总额的差错金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额,C_FR_SALE_G_S_销售商品提供劳务收到的现金,N_DEPOS_INCR_C_FI_客户存款和同业存放款项净增加额,N_INCR_BORR_FR_CB_向中央银行借款净增加额,N_INC_BORR_OTH_FI_向其他金融机构拆入资金净增加额,PREM_FR_ORIG_CONTR_收到原保险合同保费取得的现金,N_REINSUR_PREM_收到再保险业务现金净额,N_INC_PH_DEPOS_INV_保户储金及投资款净增加额,N_INC_DISP_TRAD_FA_处置交易性金融资产净增加额,IFC_CASH_INCR_收取利息手续费及佣金的现金,N_INC_FR_BORR_拆入资金净增加额,N_CAP_INCR_REPUR_回购业务资金净增加额,REFUND_OF_TAX_收到的税费返还,C_FR_OTH_OPERATE_A_收到其他与经营活动有关的现金,SPEC_OCIF_经营活动现金流入特殊项目,AOCIF_经营活动现金流入调整项目,C_INF_FR_OPERATE_A_经营活动现金流入小计,C_PAID_G_S_购买商品接受劳务支付的现金,N_INC_DISBUR_OF_LA_客户贷款及垫款净增加额,NET_INCR_DEPOS_IN_FI_存放中央银行和同业款项净增加额,ORIG_CONTR_C_INDEM_支付原保险合同赔付款项的现金,C_PAID_IFC_支付利息手续费及佣金的现金,C_PAID_POL_DIV_支付保单红利的现金,C_PAID_TO_FOR_EMPL_支付给职工以及为职工支付的现金,C_PAID_FOR_TAXES_支付的各项税费,C_PAID_FOR_OTH_OP_A_支付其他与经营活动有关的现金,SPEC_OCOF_经营活动现金流出特殊项目,AOCOF_经营活动现金流出调整项目,C_OUTF_OPERATE_A_经营活动现金流出小计,ANOCF_经营活动现金流量净额调整项目,N_CF_OPERATE_A_经营活动产生的现金流量净额,PROC_SELL_INVEST_收回投资收到的现金,GAIN_INVEST_取得投资收益收到的现金,DISP_FIX_ASSETS_OTH_处置固定资产无形资产和其他长期资产收回的现金净额,N_DISP_SUBS_OTH_BIZ_C_处置子公司及其他营业单位收到的现金净额,C_FR_OTH_INVEST_A_收到其他与投资活动有关的现金,SPEC_CIF_投资活动现金流入特殊项目,ACIF_投资活动现金流入调整项目,C_INF_FR_INVEST_A_投资活动现金流入小计,PUR_FIX_ASSETS_OTH_购建固定资产无形资产和其他长期资产支付的现金,C_PAID_INVEST_投资支付的现金,N_INCR_PLEDGE_LOAN_质押贷款净增加额,N_C_PAID_ACQUIS_取得子公司及其他营业单位支付的现金净额,C_PAID_OTH_INVEST_A_支付其他与投资活动有关的现金,SPEC_COF_投资活动现金流出特殊项目,ACOF_投资活动现金流出调整项目,C_OUTF_FR_INVEST_A_投资活动现金流出小计,ANICF_投资活动现金流量净额调整项目,N_CF_FR_INVEST_A_投资活动产生的现金流量净额,C_FR_CAP_CONTR_吸收投资收到的现金,C_FR_MINO_S_SUBS_其中子公司吸收少数股东投资收到的现金,C_FR_BORR_取得借款收到的现金,C_FR_ISSUE_BOND_发行债券收到的现金,C_FR_OTH_FINAN_A_收到其他与筹资活动有关的现金,SPEC_FCIF_筹资活动现金流入特殊项目,AFCIF_筹资活动现金流入调整项目,C_INF_FR_FINAN_A_筹资活动现金流入小计,C_PAID_FOR_DEBTS_偿还债务支付的现金,C_PAID_DIV_PROF_INT_分配股利利润或偿付利息支付的现金,DIV_PROF_SUBS_MINO_S_其中子公司支付给少数股东的股利利润,C_PAID_OTH_FINAN_A_支付其他与筹资活动有关的现金,SPEC_FCOF_筹资活动现金流出特殊项目,AFCOF_筹资活动现金流出调整项目,C_OUTF_FR_FINAN_A_筹资活动现金流出小计,ANFCF_筹资活动流量现金净额调整项目,N_CF_FR_FINAN_A_筹资活动产生的现金流量净额,FOREX_EFFECTS_汇率变动对现金及现金等价物的影响,OTH_EFFECT_CE_影响现金及现金等价物净增加额的特殊项目,ACE_影响现金及现金等价物的调整项目,N_CHANGE_IN_CASH_现金及现金等价物净增加额,N_CE_BEG_BAL_加期初现金及现金等价物余额,OTH_EFFECT_CEI_现金及现金等价物净增加额的特殊项目,ACEI_现金及现金等价物净增加额的调整项目,N_CE_END_BAL_期末现金及现金等价物余额
607,600004,XSHG,2009-04-28,2009-03-31,2009-03-31,Q1,3,1,678418073.44,,,,,,1220123832.44,5087726.64,,,,,,78744289.77,,,30980621.49,,,,,2013354543.78,,,,,149400000,,6993197084.37,21862083.1,,1323.6,,,28656267.58,,,23099569.03,67304509.44,,,,7283520837.12,,,9296875380.9,6.48e+08,,,,5e+08,,335690521.99,52751301.18,40429012.16,,,201653856.83,181406767.99,31163914.52,10920840.38,781974272.02,,,,,,8e+07,,,,,2863990487.07,2.7e+08,,,,,,,,,,,,,2.7e+08,,,3133990487.07,1.15e+09,,,,3186058605.6,,,,320155755.53,,1308229584.38,,,,5964443945.51,198440948.32,,,6162884893.83,,,9296875380.9,768414498.45,768414498.45,,,,,,593418074.99,460544269.89,,,,,,,,29863950.4,12569236.4,55646948.1,27101058.88,7692611.32,,,,,,,,,,,174996423.46,2179346.87,127358,,,,177048412.33,48318041.3,,,128730371.03,120362159.31,,8368211.72,,,0.105,0.105,,,,128730371.03,120362159.31,8368211.72,,,614599246.91,,,,,,,,,,,,20762757.6,,,635362004.51,151018096.34,,,,,,201182100.83,102885783.62,31143716.9,,,486229697.69,,149132306.82,,,86500,,,,,86500,11389382.13,,,,,,,11389382.13,,-11302882.13,,,,,,,,,,20156290.64,,,,,20156290.64,,-20156290.64,,,,117673134.05,560744939.39,,,678418073.44
607,600004,XSHG,2009-08-04,2009-06-30,2009-06-30,S1,6,1,987589575.79,,,,,,1254550102.36,16186170.96,,,,,,75292183.36,,,29418361.69,,,,,2363036394.16,,,,,149400000,,6887834895.04,23926506.72,,13865.6,,,27784703.38,,,21873553.06,69179152.13,,,,7180012675.93,,,9543049070.09,6.48e+08,,,,5e+08,,355791992.03,48567331.55,39255820.45,,,225454955.27,167184072.83,51631905.83,206420840.38,842777862.56,,,,,,8e+07,,,,,3165084780.9,2.7e+08,,,,,,,,,,,,,2.7e+08,,,3435084780.9,1.15e+09,,,,3186058605.6,,,,320155755.53,,1246272715.61,,,,5902487076.74,205477212.45,,,6107964289.19,,,9543049070.09,1549833425.46,1549833425.46,,,,,,1190660991.54,884672269.43,,,,,,,,59840232.65,26870669.62,120528199.76,59993111.18,38756508.9,,,,,,,,,,,359172433.92,3393548.65,260676.42,,,,362305306.15,92995539.76,,,269309766.39,253905290.54,,15404475.85,,,0.22,0.22,,,,269309766.39,253905290.54,15404475.85,,,1407964880.26,,,,,,,,,,,10407.37,56695349.21,,,1464670636.84,283793028.91,,,,,,441327623.59,221283497.09,47251886.14,,,993656035.73,,471014601.11,,,92300,,,,,92300,20761650.29,,,,,,,20761650.29,,-20669350.29,,,1e+08,,,,,1e+08,1e+08,23495830.64,,,,,123495830.64,,-23495830.64,-4783.78,,,426844636.4,560744939.39,,,987589575.79
607,600004,XSHG,2009-10-29,2009-09-30,2009-09-30,Q3,9,1,795704976.14,,,,,5908085.5,1077178655.57,25610066,,,,,,80906355.26,,,27653653.69,,,,,2012961792.16,,,,,149400000,,6811901391.23,107546146.05,,109264.33,,,26913139.18,,,20635689.55,70108212.82,,,,7186613843.16,,,9199575635.32,,,,,1.2e+09,,20101470.04,50825756.91,39181717.95,,,204089173.72,209687373.83,54192305.78,138715330.78,769957923.15,,,,,,4e+07,,,,,2726751052.16,2.5e+08,,,,,,,,,,,,,2.5e+08,,,2976751052.16,1.15e+09,,,,3186058605.6,,,,320155755.53,,1371053169.1,,,,6027267530.23,195557052.93,,,6222824583.16,,,9199575635.32,2349252600.06,2349252600.06,,,,,,1806742862.18,1352172928.68,,,,,,,,90368840.23,42380496.23,185716818.49,83814293.61,52289484.94,,,,3371225.25,,,,,,,545880963.13,3595145.61,296755.78,,,,549179352.96,148911478.52,,,400267874.44,378685744.03,,21582130.41,,,0.33,0.33,,,,,,,,,2212156675.1,,,,,,,,,,,10407.37,71134537.01,,,2283301619.48,637608561.53,,,,,,634877571.98,307002007.44,73443256.44,,,1652931397.39,,630370222.09,,,107163.45,,,,,107163.45,264331174.8,,,,,,,264331174.8,,-264224011.35,,,8e+08,,,,,8e+08,8.08e+08,120386173.99,,2800000,,,931186173.99,,-131186173.99,,,,234960036.75,560744939.39,,,795704976.14
607,600004,XSHG,2011-03-12,2010-12-31,2009-12-31,A,12,1,1157096238.65,,,,,25024048.04,946518215.45,13556784.66,,,,,,41605800.04,,,25991163.46,,,,,2209792250.3,,,,,149400000,,6723331067.05,2011890180.51,,,,,29033786.49,,,18542553.83,89366081.06,,,,9021563668.94,,,11231355919.24,,,,,1.5e+09,,,55554751.17,31763044.2,,,190947395.43,214588488.72,7968303.56,11696379.26,2583465976.38,,,,,,8e+07,,,,,4675984338.72,1.7e+08,,,,,,,,,,,,,1.7e+08,,,4845984338.72,1.15e+09,,,,3186058605.6,,,,372948981.65,,1483468855.63,,,,6192476442.88,192895137.64,,,6385371580.52,,,11231355919.24,3306089482.58,3306089482.58,,,,,,2553120529.57,1899423599.27,,,,,,,,127395848.56,65774131.61,311473450.32,69891490.42,79162009.39,,,,3371225.25,,,,,,,756340178.26,3863156.34,2943806.28,165203.12,,,757259528.32,190844656.52,,,566414871.8,543894656.68,,22520215.12,,,0.47,0.47,,,,566414871.8,543894656.68,22520215.12,,,3203297230.4,,,,,,,,,,,10407.37,38365177.3,,,3241672815.07,625794097.24,,,,,,990315327.81,389299176.48,81023346.71,,,2086431948.24,,1155240866.83,,3371225.25,406063.45,,,,,3777288.7,527315390.29,,,,,,,527315390.29,,-523538101.59,,,5e+08,1.5e+09,,,,2e+09,1.748e+09,281090165.27,21522275.21,6255170,,,2035345335.27,,-35345335.27,-6130.71,,,596351299.26,560744939.39,,,1157096238.65
607,600004,XSHG,2010-04-27,2010-03-31,2010-03-31,Q1,3,1,1353080287.71,,,,,21824585.04,1053166512,16233683.93,,,,,,49946485.59,,,26696324.02,,,,,2520947878.29,,,,,149400000,,6618114496.26,2013718655.01,,109873.63,,,27335218.73,,,19725802.9,91505244.56,,,,8919909291.09,,,11440857169.38,,,,,1.5e+09,,,41232994.98,47534893.48,,,185090401.27,187647628.08,27190221.38,8096379.26,2641739263,,,,,,8e+07,,,,,4718531781.45,1.7e+08,,,,,,,,,,,,,1.7e+08,,,4888531781.45,1.15e+09,,,,3186058605.6,,,,372948981.65,,1641025708.13,,,,6350033295.38,202292092.55,,,6552325387.93,,,11440857169.38,866730658.67,866730658.67,,,,,,642326171.09,506191413.54,,,,,,,,34029503.17,12812477.4,63373600.04,20471371.89,5447805.05,,,,,,,,,,,224404487.58,950605.02,464187.2,,,,224890905.4,57937097.99,,,166953807.41,157556852.5,,9396954.91,,,0.137,0.137,,,,166953807.41,157556852.5,9396954.91,,,802230754.65,,,,,,,,,,,110691.92,17567929.34,,,819909375.91,193719791.73,,,,,,228871812.38,150070524.71,32956206.73,,,605618335.55,,214291040.36,,,53750,,,,,53750,15055941.3,,,,,,,15055941.3,,-15002191.3,,,,,,,,,,3304800,,,,,3304800,,-3304800,,,,195984049.06,1157096238.65,,,1353080287.71
607,600004,XSHG,2010-08-27,2010-06-30,2010-06-30,S1,6,1,748395614.04,,,,,,1030411698.44,20633777.02,,,,,,53917296.85,,,26948127.77,,,,,1880306514.12,,,,,149400000,,8322920967.37,189955032.4,,81313.63,,,25629982.96,,,17516881.85,98751449.17,,,,8804255627.38,,,10684562141.5,,,,,1.5e+09,,,48163506.4,46071666.55,,,236690581,171310089.33,62497779.18,307096379.26,1724610716.1,,,,,,4e+07,,,,,4136440717.82,1.7e+08,,,,,,,,,,,,,1.7e+08,,,4306440717.82,1.15e+09,,,,3186058605.6,,,,372948981.65,,1458482004.71,,,,6167489591.96,210631831.72,,,6378121423.68,,,10684562141.5,1772855408.44,1772855408.44,,,,,,1379440693.94,1083542723.59,,,,,,,,69099331.67,29674073.93,126727324.89,56768289.77,13628950.09,,,,,,,,,,,393414714.5,5582679.9,350758.43,,,,398646635.97,106108938.78,,,292537697.19,274013149.08,,18524548.11,,,0.238,0.238,,,,292537697.19,274013149.08,18524548.11,,,1836845159.19,,,,,,,,,,,25188.07,39288295.34,,,1876158642.6,387494281.66,,,,,,481144948.43,278539976.18,54167254.27,,,1201346460.54,,674812182.06,,,53750,,,,,53750,1032713909.07,,,,,,,1032713909.07,,-1032660159.07,,,,,,,,,4e+07,10786520,,,,,50786520,,-50786520,-66127.6,,,-408700624.61,1157096238.65,,,748395614.04
607,600004,XSHG,2010-10-27,2010-09-30,2010-09-30,Q3,9,1,966764613.48,,,,,,718693001.22,28180963.9,,,,,,45609008.45,,,28608479.9,,,,,1787856066.95,,,,,149400000,,8229523090.01,176312113.53,,208533.5,,,23744751.19,,,15295647.67,101882750.23,,,,8696366886.13,,,10484222953.08,1e+09,,,,,,,59348361.06,51633203.62,,,259334766.41,184360395.82,38077700.76,201797796.52,1824304699.72,,,,,,4e+07,,,,,3658856923.91,1.7e+08,,,,,,,,,,1e+08,,,2.7e+08,,,3928856923.91,1.15e+09,,,,3186058605.6,,,,372948981.65,,1640620200.58,,,,6349627787.83,205738241.34,,,6555366029.17,,,10484222953.08,2735574710.42,2735574710.42,,,,,,2085893753.03,1660920523.87,,,,,,,,106783888.64,43454439.25,198214841.53,68024574.78,8495484.96,,,,1796315.34,,,,,,,651477272.73,5990516.38,872732.83,,,,656595056.28,171610852.57,,,484984203.71,456151344.95,,28832858.76,,,0.4,0.4,,,,,,,,,3110527481.68,,,,,,,,,,,30947.53,166833325.06,,,3277391754.27,530456217.84,,,,,,700617567.51,401150583,63665788.29,,,1695890156.64,,1581501597.63,,1796315.34,53750,,,,,1850065.34,1074542552.9,,,,,,,1074542552.9,,-1072692487.56,,,1e+09,,,,,1e+09,1.54e+09,159140735.24,,,,,1699140735.24,,-699140735.24,,,,-190331625.17,1157096238.65,,,966764613.48
607,600004,XSHG,2012-03-15,2011-12-31,2010-12-31,A,12,1,942371175.47,,,,,,805453239.04,17563470.3,,,,,,194682441.12,,,31807821.58,,,,,1991878147.51,,174240000,,,71400000,,8493606648.62,410837028.81,,,,,24952979.47,,,10359334.75,113233546.34,,,,9298629537.99,,,11290507685.5,6e+08,,,,1e+09,,2.2e+07,73808991.74,72286219.61,,,260078400.08,243379180.04,5925439.59,9696379.26,1801908578.89,,,,,,8e+07,,,,,4169083189.21,9e+07,,,,,,,,246206550.54,24060000,,,,360266550.54,,,4529349739.75,1.15e+09,,,,3258238605.6,,,,426551471.45,,1718644936.37,,,,6553435013.42,207722932.33,,,6761157945.75,,,11290507685.5,3865479479.2,3865479479.2,,,,,,3034051569.74,2452525912.12,,,,,,,,152582492.87,67428980.97,311857687.66,50233359.19,-576863.07,,,,1796315.34,,,,,,,833224224.8,10638084.89,9300504.03,335411.02,,,834561805.66,211965685.37,,,622596120.29,587778570.54,,34817549.75,,,0.51,0.51,72180000,,,694776120.29,659958570.54,34817549.75,,,4059509993.11,,,,,,,,,,,146604.64,52903219.32,,,4112559817.07,861619540.17,,,,,,1104257677.87,423910190.99,76318075.33,,,2466105484.36,,1646454332.71,,1796315.34,301158.01,,1e+08,,,102097473.35,1605086734.3,,,,,,,1605086734.3,,-1502989260.95,,,1e+09,1e+09,,,,2e+09,1.98e+09,374844959.08,21989755.06,26452583.7,,,2381297542.78,,-381297542.78,-443150.43,,,-238275621.45,1157096238.65,,,918820617.2
607,600004,XSHG,2011-04-28,2011-03-31,2011-03-31,Q1,3,1,782460607.22,,,,,,1031457526.11,30905745.3,,,,,,214131081.57,,,37867571.47,,,,,2096822531.67,,168520000,,,71400000,,8336942320.31,420621516.2,,457936.21,,,24480193.85,,,9155795.83,116351756.49,,,,9147929518.89,,,11244752050.56,,,,,1.5e+09,,2.2e+07,65941653.89,76325683.97,,,227325025.72,191909143.13,15094610.98,8551453.69,1856807164.47,,,,,,,,,,,3963954735.85,9e+07,,,,,,,,240506550.54,22630000,,,,353136550.54,,,4317091286.39,1.15e+09,,,,3253948605.6,,,,426551471.45,,1885243310.51,,,,6715743387.56,211917376.61,,,6927660764.17,,,11244752050.56,986571753.74,986571753.74,,,,,,760778114.63,593893100.21,,,,,,,,39214724.99,15557984.37,89286653.44,16575824.01,6249827.61,,,,,,,,,,,225793639.11,7144468.15,581222.15,,,,232356885.11,61108992.27,,,171247892.84,166598374.14,,4649518.7,,,0.145,0.145,-4290000,,,166957892.84,162308374.14,4649518.7,,,816087556.68,,,,,,,,,,,,18381662.38,,,834469219.06,247539446.51,,,,,,299094837.65,185554390.6,42001602.15,,,774190276.91,,60278942.15,,,,,,,,,31736731.15,,,,,,,31736731.15,,-31736731.15,,,5e+08,,,,,5e+08,6.8e+08,6452779.25,,2e+06,,,688452779.25,,-188452779.25,,,,-159910568.25,942371175.47,,,782460607.22
607,600004,XSHG,2011-08-25,2011-06-30,2011-06-30,S1,6,1,1121611644.87,,,,,,856237975.25,19933393.85,,,,,,205790806.77,,,44050116.39,,,,,2247623937.13,,147400000,,,71400000,,8205825703.58,415025616.95,,484853.4,,,23999199.23,,,7997461.45,117967059.08,,,,8990099893.69,,,11237723830.82,,,,,1.5e+09,,,74240533.41,54626219.3,,,264366044.39,144578156.12,28592975.19,357793227.11,1741049454.16,,,,,,,,,,,4165246609.68,9e+07,,,,,,,,234806550.54,17350000,,,,342156550.54,,,4507403160.22,1.15e+09,,,,3238108605.6,,,,426551471.45,,1701771917.92,,,,6516431994.97,213888675.63,,,6730320670.6,,,11237723830.82,2028306165.18,2028306165.18,,,,,,1564615630.01,1256174881.89,,,,,,,,80552794.99,30216828.11,158370424.96,30088294.53,9212405.53,,,,,,,,,,,463690535.17,13612145.07,1006604.71,,,,476296075.53,137306502.83,,,338989572.7,328126981.55,,10862591.15,,,0.29,0.29,-20130000,,,318859572.7,307996981.55,10862591.15,,,1934560081.8,,,,,,,,,,,302802.63,54326492.98,,,1989189377.41,518781923.57,,,,,,582516904.72,379145991.38,56079258.7,,,1536524078.37,,452665299.04,,,34700,,,,,34700,60269677.56,,,,,,,60269677.56,,-60234977.56,,,,5e+08,,,,5e+08,6.8e+08,9274704.89,,2e+06,,,691274704.89,,-191274704.89,-350451.93,,,200805164.66,918820617.2,,,1119625781.86
607,600004,XSHG,2011-10-28,2011-09-30,2011-09-30,Q3,9,1,1997494429.41,,,,,,924797371.15,25914171.54,,,,,,211290205.22,,,42294242.91,,,,,3201790420.23,,129800000,,,71400000,,8072113244.3,428980511.29,,515044.62,,,23518204.61,,,7440967.03,119748439.36,,,,8853516411.21,,,12055306831.44,,,,,2.5e+09,,,79766409.1,48874331.14,,,291187573.5,183123457.41,47015154.98,11644154.68,1685113519.82,,,,,,,,,,,4846724600.63,9e+07,,,,,,,,229106550.54,12950000,,,,332056550.54,,,5178781151.17,1.15e+09,,,,3224908605.6,,,,426551471.45,,1867944015.01,,,,6669404092.06,207121588.21,,,6876525680.27,,,12055306831.44,3105533447.91,3105533447.91,,,,,,2399503923.82,1917839834.2,,,,,,,,122723176.72,48924578.8,245199400.42,51444733.26,13372200.42,,,,,,,,,,,706029524.09,20465152.18,1288340.08,,,,725206336.19,209152560.78,,,516053775.41,494608509.16,,21445266.25,,,0.43,0.43,,,,,,,,,2933914184.46,,,,,,,,,,,302802.63,63268473.36,,,2997485460.45,789151223.76,,,,,,853453947.43,502662841.02,93090439.82,,,2238358452.03,,759127008.42,,,220226.26,,,,,220226.26,156144762.67,,,,,,,156144762.67,,-155924536.41,,,1.5e+09,,,,,1.5e+09,6.8e+08,361979218.07,,6100000,,,1048079218.07,,451920781.93,,,,1055123253.94,942371175.47,,,1997494429.41
607,600004,XSHG,2013-04-25,2012-12-31,2011-12-31,A,12,1,854257105.09,,,1e+07,,,699689778.28,33584281.12,,,,,,152229769.65,,,43153683.42,,,,,1792914617.56,,126720000,,,71400000,,8409646564.97,103240907.25,,,,,23029009.29,,,7684383.7,104829367.46,,,,8846550232.67,,,10639464850.23,,,,,1.5e+09,,23700000,85580845.53,61972630.72,,,209894506.33,197353946.2,37714702.05,11945618.25,1102089596.5,,,,,,,,,,,3230251845.58,8.5e+07,,,,,,,,223406550.54,12180000,,,,320586550.54,,,3550838396.12,1.15e+09,,,,3222598605.6,,,,488757632.08,,2008541254.63,,,,6869897492.31,218728961.8,,,7088626454.11,,,10639464850.23,4239351634.93,4239351634.93,,,,,,3289189793.41,2654413969.41,,,,,,,,169200364.3,79814451.21,338756450.43,68694385.09,-21689827.03,,,,4162400,,,,,,,954324241.52,27887978.26,5258154.58,2402007.68,,,976954065.2,246602089.97,,,730351975.23,697102478.89,,33249496.34,,,0.61,0.61,-35640000,,,694711975.23,661462478.89,33249496.34,,,4208520955.93,,,,,,,,,,,302802.59,50111754.34,,,4258935512.86,1080771340.37,,,,,,1248008345.24,505380238.9,114652241.47,,,2948812165.98,,1310123346.88,,4162400,709504.19,,5e+07,,,54871904.19,846141915.25,,,,,,,846141915.25,,-791270011.06,,,,1.5e+09,,,,1.5e+09,1.685e+09,405538856.88,19994227.88,8202816.09,,,2098741672.97,,-598741672.97,-525733.23,,,-80414070.38,918820617.2,,,838406546.82
